"condition" "typerepeat" "nb_of_sv" "runocc"
"random" "SD" 3983 "252"
"random" "NoSD" 3685 "252"
"random" "LINE" 1688 "252"
"random" "SINE" 455 "252"
"random" "DNA" 2069 "252"
"random" "LTR" 326 "252"
"random" "All" 3982 "253"
"random" "SD" 3982 "253"
"random" "NoSD" 3676 "253"
"random" "LINE" 1626 "253"
"random" "SINE" 474 "253"
"random" "DNA" 2085 "253"
"random" "LTR" 278 "253"
"random" "All" 3984 "254"
"random" "SD" 3982 "254"
"random" "NoSD" 3669 "254"
"random" "LINE" 1718 "254"
"random" "SINE" 460 "254"
"random" "DNA" 2123 "254"
"random" "LTR" 307 "254"
"random" "All" 3986 "255"
"random" "SD" 3984 "255"
"random" "NoSD" 3638 "255"
"random" "LINE" 1619 "255"
"random" "SINE" 452 "255"
"random" "DNA" 2031 "255"
"random" "LTR" 294 "255"
"random" "All" 3982 "256"
"random" "SD" 3982 "256"
"random" "NoSD" 3659 "256"
"random" "LINE" 1611 "256"
"random" "SINE" 453 "256"
"random" "DNA" 2133 "256"
"random" "LTR" 277 "256"
"random" "All" 3987 "257"
"random" "SD" 3987 "257"
"random" "NoSD" 3658 "257"
"random" "LINE" 1715 "257"
"random" "SINE" 493 "257"
"random" "DNA" 2061 "257"
"random" "LTR" 276 "257"
"random" "All" 3980 "258"
"random" "SD" 3979 "258"
"random" "NoSD" 3644 "258"
"random" "LINE" 1709 "258"
"random" "SINE" 449 "258"
"random" "DNA" 2126 "258"
"random" "LTR" 281 "258"
"random" "All" 3985 "259"
"random" "SD" 3984 "259"
"random" "NoSD" 3682 "259"
"random" "LINE" 1677 "259"
"random" "SINE" 471 "259"
"random" "DNA" 2168 "259"
"random" "LTR" 302 "259"
"random" "All" 3986 "260"
"random" "SD" 3986 "260"
"random" "NoSD" 3656 "260"
"random" "LINE" 1684 "260"
"random" "SINE" 460 "260"
"random" "DNA" 2028 "260"
"random" "LTR" 287 "260"
"random" "All" 3986 "261"
"random" "SD" 3985 "261"
"random" "NoSD" 3679 "261"
"random" "LINE" 1697 "261"
"random" "SINE" 466 "261"
"random" "DNA" 2147 "261"
"random" "LTR" 318 "261"
"random" "All" 3982 "262"
"random" "SD" 3981 "262"
"random" "NoSD" 3668 "262"
"random" "LINE" 1691 "262"
"random" "SINE" 497 "262"
"random" "DNA" 2148 "262"
"random" "LTR" 291 "262"
"random" "All" 3982 "263"
"random" "SD" 3981 "263"
"random" "NoSD" 3621 "263"
"random" "LINE" 1709 "263"
"random" "SINE" 480 "263"
"random" "DNA" 2055 "263"
"random" "LTR" 296 "263"
"random" "All" 3984 "264"
"random" "SD" 3984 "264"
"random" "NoSD" 3657 "264"
"random" "LINE" 1660 "264"
"random" "SINE" 483 "264"
"random" "DNA" 2077 "264"
"random" "LTR" 293 "264"
"random" "All" 3986 "265"
"random" "SD" 3985 "265"
"random" "NoSD" 3669 "265"
"random" "LINE" 1686 "265"
"random" "SINE" 449 "265"
"random" "DNA" 2085 "265"
"random" "LTR" 294 "265"
"random" "All" 3985 "266"
"random" "SD" 3983 "266"
"random" "NoSD" 3626 "266"
"random" "LINE" 1643 "266"
"random" "SINE" 474 "266"
"random" "DNA" 2028 "266"
"random" "LTR" 299 "266"
"random" "All" 3984 "267"
"random" "SD" 3981 "267"
"random" "NoSD" 3658 "267"
"random" "LINE" 1701 "267"
"random" "SINE" 476 "267"
"random" "DNA" 2132 "267"
"random" "LTR" 291 "267"
"random" "All" 3985 "268"
"random" "SD" 3985 "268"
"random" "NoSD" 3666 "268"
"random" "LINE" 1685 "268"
"random" "SINE" 449 "268"
"random" "DNA" 2146 "268"
"random" "LTR" 265 "268"
"random" "All" 3981 "269"
"random" "SD" 3980 "269"
"random" "NoSD" 3658 "269"
"random" "LINE" 1671 "269"
"random" "SINE" 479 "269"
"random" "DNA" 2063 "269"
"random" "LTR" 271 "269"
"random" "All" 3981 "270"
"random" "SD" 3981 "270"
"random" "NoSD" 3678 "270"
"random" "LINE" 1687 "270"
"random" "SINE" 496 "270"
"random" "DNA" 2108 "270"
"random" "LTR" 278 "270"
"random" "All" 3986 "271"
"random" "SD" 3986 "271"
"random" "NoSD" 3697 "271"
"random" "LINE" 1740 "271"
"random" "SINE" 503 "271"
"random" "DNA" 2145 "271"
"random" "LTR" 289 "271"
"random" "All" 3981 "272"
"random" "SD" 3981 "272"
"random" "NoSD" 3670 "272"
"random" "LINE" 1636 "272"
"random" "SINE" 506 "272"
"random" "DNA" 2134 "272"
"random" "LTR" 272 "272"
"random" "All" 3986 "273"
"random" "SD" 3984 "273"
"random" "NoSD" 3671 "273"
"random" "LINE" 1700 "273"
"random" "SINE" 499 "273"
"random" "DNA" 2110 "273"
"random" "LTR" 268 "273"
"random" "All" 3987 "274"
"random" "SD" 3986 "274"
"random" "NoSD" 3655 "274"
"random" "LINE" 1645 "274"
"random" "SINE" 460 "274"
"random" "DNA" 2018 "274"
"random" "LTR" 282 "274"
"random" "All" 3986 "275"
"random" "SD" 3985 "275"
"random" "NoSD" 3676 "275"
"random" "LINE" 1662 "275"
"random" "SINE" 491 "275"
"random" "DNA" 2164 "275"
"random" "LTR" 277 "275"
"random" "All" 3984 "276"
"random" "SD" 3984 "276"
"random" "NoSD" 3647 "276"
"random" "LINE" 1692 "276"
"random" "SINE" 479 "276"
"random" "DNA" 2093 "276"
"random" "LTR" 285 "276"
"random" "All" 3982 "277"
"random" "SD" 3981 "277"
"random" "NoSD" 3651 "277"
"random" "LINE" 1695 "277"
"random" "SINE" 467 "277"
"random" "DNA" 2088 "277"
"random" "LTR" 292 "277"
"random" "All" 3987 "278"
"random" "SD" 3987 "278"
"random" "NoSD" 3649 "278"
"random" "LINE" 1661 "278"
"random" "SINE" 471 "278"
"random" "DNA" 2045 "278"
"random" "LTR" 293 "278"
"random" "All" 3986 "279"
"random" "SD" 3985 "279"
"random" "NoSD" 3689 "279"
"random" "LINE" 1700 "279"
"random" "SINE" 465 "279"
"random" "DNA" 2060 "279"
"random" "LTR" 301 "279"
"random" "All" 3984 "280"
"random" "SD" 3984 "280"
"random" "NoSD" 3693 "280"
"random" "LINE" 1695 "280"
"random" "SINE" 455 "280"
"random" "DNA" 2133 "280"
"random" "LTR" 276 "280"
"random" "All" 3988 "281"
"random" "SD" 3988 "281"
"random" "NoSD" 3687 "281"
"random" "LINE" 1640 "281"
"random" "SINE" 480 "281"
"random" "DNA" 2094 "281"
"random" "LTR" 270 "281"
"random" "All" 3982 "282"
"random" "SD" 3981 "282"
"random" "NoSD" 3686 "282"
"random" "LINE" 1756 "282"
"random" "SINE" 462 "282"
"random" "DNA" 2049 "282"
"random" "LTR" 279 "282"
"random" "All" 3983 "283"
"random" "SD" 3982 "283"
"random" "NoSD" 3672 "283"
"random" "LINE" 1721 "283"
"random" "SINE" 429 "283"
"random" "DNA" 2044 "283"
"random" "LTR" 304 "283"
"random" "All" 3984 "284"
"random" "SD" 3984 "284"
"random" "NoSD" 3675 "284"
"random" "LINE" 1667 "284"
"random" "SINE" 493 "284"
"random" "DNA" 2060 "284"
"random" "LTR" 275 "284"
"random" "All" 3985 "285"
"random" "SD" 3983 "285"
"random" "NoSD" 3661 "285"
"random" "LINE" 1691 "285"
"random" "SINE" 489 "285"
"random" "DNA" 2149 "285"
"random" "LTR" 298 "285"
"random" "All" 3983 "286"
"random" "SD" 3982 "286"
"random" "NoSD" 3652 "286"
"random" "LINE" 1670 "286"
"random" "SINE" 457 "286"
"random" "DNA" 2058 "286"
"random" "LTR" 287 "286"
"random" "All" 3987 "287"
"random" "SD" 3987 "287"
"random" "NoSD" 3649 "287"
"random" "LINE" 1705 "287"
"random" "SINE" 484 "287"
"random" "DNA" 2130 "287"
"random" "LTR" 284 "287"
"random" "All" 3986 "288"
"random" "SD" 3986 "288"
"random" "NoSD" 3636 "288"
"random" "LINE" 1682 "288"
"random" "SINE" 512 "288"
"random" "DNA" 2066 "288"
"random" "LTR" 300 "288"
"random" "All" 3989 "289"
"random" "SD" 3987 "289"
"random" "NoSD" 3683 "289"
"random" "LINE" 1716 "289"
"random" "SINE" 461 "289"
"random" "DNA" 2095 "289"
"random" "LTR" 278 "289"
"random" "All" 3983 "290"
"random" "SD" 3983 "290"
"random" "NoSD" 3645 "290"
"random" "LINE" 1648 "290"
"random" "SINE" 463 "290"
"random" "DNA" 2062 "290"
"random" "LTR" 266 "290"
"random" "All" 3981 "291"
"random" "SD" 3980 "291"
"random" "NoSD" 3671 "291"
"random" "LINE" 1718 "291"
"random" "SINE" 498 "291"
"random" "DNA" 2067 "291"
"random" "LTR" 301 "291"
"random" "All" 3983 "292"
"random" "SD" 3983 "292"
"random" "NoSD" 3658 "292"
"random" "LINE" 1684 "292"
"random" "SINE" 446 "292"
"random" "DNA" 2062 "292"
"random" "LTR" 259 "292"
"random" "All" 3988 "293"
"random" "SD" 3988 "293"
"random" "NoSD" 3670 "293"
"random" "LINE" 1671 "293"
"random" "SINE" 487 "293"
"random" "DNA" 2090 "293"
"random" "LTR" 280 "293"
"random" "All" 3988 "294"
"random" "SD" 3987 "294"
"random" "NoSD" 3666 "294"
"random" "LINE" 1681 "294"
"random" "SINE" 461 "294"
"random" "DNA" 2111 "294"
"random" "LTR" 257 "294"
"random" "All" 3981 "295"
"random" "SD" 3981 "295"
"random" "NoSD" 3645 "295"
"random" "LINE" 1681 "295"
"random" "SINE" 431 "295"
"random" "DNA" 2073 "295"
"random" "LTR" 273 "295"
"random" "All" 3985 "296"
"random" "SD" 3985 "296"
"random" "NoSD" 3656 "296"
"random" "LINE" 1658 "296"
"random" "SINE" 456 "296"
"random" "DNA" 2097 "296"
"random" "LTR" 327 "296"
"random" "All" 3988 "297"
"random" "SD" 3987 "297"
"random" "NoSD" 3683 "297"
"random" "LINE" 1681 "297"
"random" "SINE" 455 "297"
"random" "DNA" 2139 "297"
"random" "LTR" 282 "297"
"random" "All" 3985 "298"
"random" "SD" 3985 "298"
"random" "NoSD" 3652 "298"
"random" "LINE" 1684 "298"
"random" "SINE" 473 "298"
"random" "DNA" 2141 "298"
"random" "LTR" 246 "298"
"random" "All" 3985 "299"
"random" "SD" 3984 "299"
"random" "NoSD" 3633 "299"
"random" "LINE" 1688 "299"
"random" "SINE" 434 "299"
"random" "DNA" 2039 "299"
"random" "LTR" 316 "299"
"random" "All" 3983 "300"
"random" "SD" 3983 "300"
"random" "NoSD" 3645 "300"
"random" "LINE" 1705 "300"
"random" "SINE" 480 "300"
"random" "DNA" 2057 "300"
"random" "LTR" 275 "300"
"random" "All" 3982 "301"
"random" "SD" 3982 "301"
"random" "NoSD" 3630 "301"
"random" "LINE" 1690 "301"
"random" "SINE" 445 "301"
"random" "DNA" 2094 "301"
"random" "LTR" 278 "301"
"random" "All" 3982 "302"
"random" "SD" 3982 "302"
"random" "NoSD" 3669 "302"
"random" "LINE" 1700 "302"
"random" "SINE" 500 "302"
"random" "DNA" 2153 "302"
"random" "LTR" 272 "302"
"random" "All" 3987 "303"
"random" "SD" 3986 "303"
"random" "NoSD" 3678 "303"
"random" "LINE" 1667 "303"
"random" "SINE" 445 "303"
"random" "DNA" 2115 "303"
"random" "LTR" 267 "303"
"random" "All" 3985 "304"
"random" "SD" 3985 "304"
"random" "NoSD" 3644 "304"
"random" "LINE" 1665 "304"
"random" "SINE" 427 "304"
"random" "DNA" 2071 "304"
"random" "LTR" 312 "304"
"random" "All" 3985 "305"
"random" "SD" 3985 "305"
"random" "NoSD" 3663 "305"
"random" "LINE" 1700 "305"
"random" "SINE" 491 "305"
"random" "DNA" 2061 "305"
"random" "LTR" 301 "305"
"random" "All" 3985 "306"
"random" "SD" 3984 "306"
"random" "NoSD" 3674 "306"
"random" "LINE" 1716 "306"
"random" "SINE" 480 "306"
"random" "DNA" 2121 "306"
"random" "LTR" 289 "306"
"random" "All" 3984 "307"
"random" "SD" 3984 "307"
"random" "NoSD" 3642 "307"
"random" "LINE" 1667 "307"
"random" "SINE" 473 "307"
"random" "DNA" 2093 "307"
"random" "LTR" 282 "307"
"random" "All" 3982 "308"
"random" "SD" 3980 "308"
"random" "NoSD" 3668 "308"
"random" "LINE" 1710 "308"
"random" "SINE" 472 "308"
"random" "DNA" 2060 "308"
"random" "LTR" 298 "308"
"random" "All" 3983 "309"
"random" "SD" 3983 "309"
"random" "NoSD" 3681 "309"
"random" "LINE" 1714 "309"
"random" "SINE" 493 "309"
"random" "DNA" 2161 "309"
"random" "LTR" 293 "309"
"random" "All" 3986 "310"
"random" "SD" 3984 "310"
"random" "NoSD" 3635 "310"
"random" "LINE" 1628 "310"
"random" "SINE" 507 "310"
"random" "DNA" 2040 "310"
"random" "LTR" 290 "310"
"random" "All" 3982 "311"
"random" "SD" 3981 "311"
"random" "NoSD" 3692 "311"
"random" "LINE" 1719 "311"
"random" "SINE" 459 "311"
"random" "DNA" 2128 "311"
"random" "LTR" 298 "311"
"random" "All" 3982 "312"
"random" "SD" 3980 "312"
"random" "NoSD" 3641 "312"
"random" "LINE" 1697 "312"
"random" "SINE" 446 "312"
"random" "DNA" 2072 "312"
"random" "LTR" 258 "312"
"random" "All" 3981 "313"
"random" "SD" 3980 "313"
"random" "NoSD" 3677 "313"
"random" "LINE" 1731 "313"
"random" "SINE" 478 "313"
"random" "DNA" 2149 "313"
"random" "LTR" 270 "313"
"random" "All" 3985 "314"
"random" "SD" 3985 "314"
"random" "NoSD" 3636 "314"
"random" "LINE" 1636 "314"
"random" "SINE" 445 "314"
"random" "DNA" 2077 "314"
"random" "LTR" 295 "314"
"random" "All" 3984 "315"
"random" "SD" 3984 "315"
"random" "NoSD" 3643 "315"
"random" "LINE" 1671 "315"
"random" "SINE" 509 "315"
"random" "DNA" 2063 "315"
"random" "LTR" 288 "315"
"random" "All" 3988 "316"
"random" "SD" 3987 "316"
"random" "NoSD" 3650 "316"
"random" "LINE" 1731 "316"
"random" "SINE" 458 "316"
"random" "DNA" 2060 "316"
"random" "LTR" 331 "316"
"random" "All" 3987 "317"
"random" "SD" 3987 "317"
"random" "NoSD" 3670 "317"
"random" "LINE" 1701 "317"
"random" "SINE" 461 "317"
"random" "DNA" 2026 "317"
"random" "LTR" 283 "317"
"random" "All" 3985 "318"
"random" "SD" 3985 "318"
"random" "NoSD" 3684 "318"
"random" "LINE" 1655 "318"
"random" "SINE" 489 "318"
"random" "DNA" 2101 "318"
"random" "LTR" 280 "318"
"random" "All" 3985 "319"
"random" "SD" 3985 "319"
"random" "NoSD" 3659 "319"
"random" "LINE" 1708 "319"
"random" "SINE" 481 "319"
"random" "DNA" 2055 "319"
"random" "LTR" 272 "319"
"random" "All" 3984 "320"
"random" "SD" 3984 "320"
"random" "NoSD" 3632 "320"
"random" "LINE" 1670 "320"
"random" "SINE" 465 "320"
"random" "DNA" 2066 "320"
"random" "LTR" 283 "320"
"random" "All" 3987 "321"
"random" "SD" 3987 "321"
"random" "NoSD" 3676 "321"
"random" "LINE" 1704 "321"
"random" "SINE" 503 "321"
"random" "DNA" 2106 "321"
"random" "LTR" 276 "321"
"random" "All" 3983 "322"
"random" "SD" 3982 "322"
"random" "NoSD" 3638 "322"
"random" "LINE" 1667 "322"
"random" "SINE" 467 "322"
"random" "DNA" 2054 "322"
"random" "LTR" 280 "322"
"random" "All" 3981 "323"
"random" "SD" 3980 "323"
"random" "NoSD" 3678 "323"
"random" "LINE" 1693 "323"
"random" "SINE" 492 "323"
"random" "DNA" 2123 "323"
"random" "LTR" 285 "323"
"random" "All" 3984 "324"
"random" "SD" 3984 "324"
"random" "NoSD" 3653 "324"
"random" "LINE" 1698 "324"
"random" "SINE" 445 "324"
"random" "DNA" 2069 "324"
"random" "LTR" 285 "324"
"random" "All" 3984 "325"
"random" "SD" 3983 "325"
"random" "NoSD" 3662 "325"
"random" "LINE" 1702 "325"
"random" "SINE" 490 "325"
"random" "DNA" 2065 "325"
"random" "LTR" 295 "325"
"random" "All" 3984 "326"
"random" "SD" 3983 "326"
"random" "NoSD" 3672 "326"
"random" "LINE" 1728 "326"
"random" "SINE" 461 "326"
"random" "DNA" 2117 "326"
"random" "LTR" 299 "326"
"random" "All" 3983 "327"
"random" "SD" 3983 "327"
"random" "NoSD" 3671 "327"
"random" "LINE" 1700 "327"
"random" "SINE" 493 "327"
"random" "DNA" 2074 "327"
"random" "LTR" 269 "327"
"random" "All" 3982 "328"
"random" "SD" 3980 "328"
"random" "NoSD" 3650 "328"
"random" "LINE" 1721 "328"
"random" "SINE" 477 "328"
"random" "DNA" 2028 "328"
"random" "LTR" 278 "328"
"random" "All" 3982 "329"
"random" "SD" 3982 "329"
"random" "NoSD" 3684 "329"
"random" "LINE" 1693 "329"
"random" "SINE" 458 "329"
"random" "DNA" 2142 "329"
"random" "LTR" 269 "329"
"random" "All" 3982 "330"
"random" "SD" 3981 "330"
"random" "NoSD" 3676 "330"
"random" "LINE" 1709 "330"
"random" "SINE" 472 "330"
"random" "DNA" 2077 "330"
"random" "LTR" 305 "330"
"random" "All" 3987 "331"
"random" "SD" 3987 "331"
"random" "NoSD" 3628 "331"
"random" "LINE" 1666 "331"
"random" "SINE" 451 "331"
"random" "DNA" 2026 "331"
"random" "LTR" 260 "331"
"random" "All" 3982 "332"
"random" "SD" 3982 "332"
"random" "NoSD" 3668 "332"
"random" "LINE" 1703 "332"
"random" "SINE" 491 "332"
"random" "DNA" 2057 "332"
"random" "LTR" 297 "332"
"random" "All" 3985 "333"
"random" "SD" 3985 "333"
"random" "NoSD" 3649 "333"
"random" "LINE" 1643 "333"
"random" "SINE" 473 "333"
"random" "DNA" 2095 "333"
"random" "LTR" 288 "333"
"random" "All" 3981 "334"
"random" "SD" 3979 "334"
"random" "NoSD" 3672 "334"
"random" "LINE" 1752 "334"
"random" "SINE" 480 "334"
"random" "DNA" 2038 "334"
"random" "LTR" 272 "334"
"random" "All" 3984 "335"
"random" "SD" 3983 "335"
"random" "NoSD" 3663 "335"
"random" "LINE" 1691 "335"
"random" "SINE" 464 "335"
"random" "DNA" 2130 "335"
"random" "LTR" 276 "335"
"random" "All" 3978 "336"
"random" "SD" 3977 "336"
"random" "NoSD" 3656 "336"
"random" "LINE" 1670 "336"
"random" "SINE" 460 "336"
"random" "DNA" 2038 "336"
"random" "LTR" 316 "336"
"random" "All" 3982 "337"
"random" "SD" 3982 "337"
"random" "NoSD" 3679 "337"
"random" "LINE" 1730 "337"
"random" "SINE" 505 "337"
"random" "DNA" 2163 "337"
"random" "LTR" 313 "337"
"random" "All" 3984 "338"
"random" "SD" 3984 "338"
"random" "NoSD" 3652 "338"
"random" "LINE" 1688 "338"
"random" "SINE" 431 "338"
"random" "DNA" 2125 "338"
"random" "LTR" 290 "338"
"random" "All" 3981 "339"
"random" "SD" 3981 "339"
"random" "NoSD" 3652 "339"
"random" "LINE" 1698 "339"
"random" "SINE" 467 "339"
"random" "DNA" 2074 "339"
"random" "LTR" 265 "339"
"random" "All" 3978 "340"
"random" "SD" 3977 "340"
"random" "NoSD" 3623 "340"
"random" "LINE" 1659 "340"
"random" "SINE" 446 "340"
"random" "DNA" 2044 "340"
"random" "LTR" 299 "340"
"random" "All" 3984 "341"
"random" "SD" 3983 "341"
"random" "NoSD" 3671 "341"
"random" "LINE" 1666 "341"
"random" "SINE" 485 "341"
"random" "DNA" 2105 "341"
"random" "LTR" 276 "341"
"random" "All" 3983 "342"
"random" "SD" 3983 "342"
"random" "NoSD" 3630 "342"
"random" "LINE" 1642 "342"
"random" "SINE" 455 "342"
"random" "DNA" 2064 "342"
"random" "LTR" 300 "342"
"random" "All" 3984 "343"
"random" "SD" 3984 "343"
"random" "NoSD" 3664 "343"
"random" "LINE" 1711 "343"
"random" "SINE" 486 "343"
"random" "DNA" 2082 "343"
"random" "LTR" 323 "343"
"random" "All" 3981 "344"
"random" "SD" 3981 "344"
"random" "NoSD" 3659 "344"
"random" "LINE" 1679 "344"
"random" "SINE" 458 "344"
"random" "DNA" 2037 "344"
"random" "LTR" 302 "344"
"random" "All" 3982 "345"
"random" "SD" 3982 "345"
"random" "NoSD" 3633 "345"
"random" "LINE" 1688 "345"
"random" "SINE" 432 "345"
"random" "DNA" 2043 "345"
"random" "LTR" 294 "345"
"random" "All" 3982 "346"
"random" "SD" 3982 "346"
"random" "NoSD" 3684 "346"
"random" "LINE" 1644 "346"
"random" "SINE" 506 "346"
"random" "DNA" 2099 "346"
"random" "LTR" 278 "346"
"random" "All" 3984 "347"
"random" "SD" 3984 "347"
"random" "NoSD" 3635 "347"
"random" "LINE" 1718 "347"
"random" "SINE" 472 "347"
"random" "DNA" 2165 "347"
"random" "LTR" 268 "347"
"random" "All" 3981 "348"
"random" "SD" 3979 "348"
"random" "NoSD" 3661 "348"
"random" "LINE" 1697 "348"
"random" "SINE" 457 "348"
"random" "DNA" 2097 "348"
"random" "LTR" 243 "348"
"random" "All" 3982 "349"
"random" "SD" 3981 "349"
"random" "NoSD" 3655 "349"
"random" "LINE" 1677 "349"
"random" "SINE" 475 "349"
"random" "DNA" 2092 "349"
"random" "LTR" 280 "349"
"random" "All" 3983 "350"
"random" "SD" 3983 "350"
"random" "NoSD" 3679 "350"
"random" "LINE" 1649 "350"
"random" "SINE" 496 "350"
"random" "DNA" 2086 "350"
"random" "LTR" 289 "350"
"random" "All" 3986 "351"
"random" "SD" 3986 "351"
"random" "NoSD" 3652 "351"
"random" "LINE" 1680 "351"
"random" "SINE" 463 "351"
"random" "DNA" 2092 "351"
"random" "LTR" 276 "351"
"random" "All" 3985 "352"
"random" "SD" 3985 "352"
"random" "NoSD" 3679 "352"
"random" "LINE" 1697 "352"
"random" "SINE" 465 "352"
"random" "DNA" 2106 "352"
"random" "LTR" 281 "352"
"random" "All" 3985 "353"
"random" "SD" 3985 "353"
"random" "NoSD" 3688 "353"
"random" "LINE" 1699 "353"
"random" "SINE" 458 "353"
"random" "DNA" 2085 "353"
"random" "LTR" 277 "353"
"random" "All" 3983 "354"
"random" "SD" 3983 "354"
"random" "NoSD" 3662 "354"
"random" "LINE" 1690 "354"
"random" "SINE" 469 "354"
"random" "DNA" 2080 "354"
"random" "LTR" 297 "354"
"random" "All" 3979 "355"
"random" "SD" 3978 "355"
"random" "NoSD" 3664 "355"
"random" "LINE" 1665 "355"
"random" "SINE" 488 "355"
"random" "DNA" 2115 "355"
"random" "LTR" 292 "355"
"random" "All" 3985 "356"
"random" "SD" 3984 "356"
"random" "NoSD" 3656 "356"
"random" "LINE" 1672 "356"
"random" "SINE" 472 "356"
"random" "DNA" 2046 "356"
"random" "LTR" 279 "356"
"random" "All" 3984 "357"
"random" "SD" 3984 "357"
"random" "NoSD" 3641 "357"
"random" "LINE" 1655 "357"
"random" "SINE" 449 "357"
"random" "DNA" 2125 "357"
"random" "LTR" 268 "357"
"random" "All" 3986 "358"
"random" "SD" 3984 "358"
"random" "NoSD" 3663 "358"
"random" "LINE" 1685 "358"
"random" "SINE" 474 "358"
"random" "DNA" 2054 "358"
"random" "LTR" 297 "358"
"random" "All" 3983 "359"
"random" "SD" 3983 "359"
"random" "NoSD" 3644 "359"
"random" "LINE" 1697 "359"
"random" "SINE" 468 "359"
"random" "DNA" 2088 "359"
"random" "LTR" 265 "359"
"random" "All" 3981 "360"
"random" "SD" 3979 "360"
"random" "NoSD" 3665 "360"
"random" "LINE" 1711 "360"
"random" "SINE" 474 "360"
"random" "DNA" 2086 "360"
"random" "LTR" 241 "360"
"random" "All" 3983 "361"
"random" "SD" 3982 "361"
"random" "NoSD" 3663 "361"
"random" "LINE" 1652 "361"
"random" "SINE" 462 "361"
"random" "DNA" 2097 "361"
"random" "LTR" 299 "361"
"random" "All" 3986 "362"
"random" "SD" 3984 "362"
"random" "NoSD" 3664 "362"
"random" "LINE" 1649 "362"
"random" "SINE" 462 "362"
"random" "DNA" 2130 "362"
"random" "LTR" 294 "362"
"random" "All" 3986 "363"
"random" "SD" 3986 "363"
"random" "NoSD" 3656 "363"
"random" "LINE" 1671 "363"
"random" "SINE" 442 "363"
"random" "DNA" 2054 "363"
"random" "LTR" 296 "363"
"random" "All" 3985 "364"
"random" "SD" 3985 "364"
"random" "NoSD" 3658 "364"
"random" "LINE" 1706 "364"
"random" "SINE" 474 "364"
"random" "DNA" 2087 "364"
"random" "LTR" 288 "364"
"random" "All" 3985 "365"
"random" "SD" 3984 "365"
"random" "NoSD" 3657 "365"
"random" "LINE" 1723 "365"
"random" "SINE" 454 "365"
"random" "DNA" 2053 "365"
"random" "LTR" 281 "365"
"random" "All" 3986 "366"
"random" "SD" 3985 "366"
"random" "NoSD" 3646 "366"
"random" "LINE" 1680 "366"
"random" "SINE" 435 "366"
"random" "DNA" 2114 "366"
"random" "LTR" 277 "366"
"random" "All" 3981 "367"
"random" "SD" 3981 "367"
"random" "NoSD" 3653 "367"
"random" "LINE" 1620 "367"
"random" "SINE" 473 "367"
"random" "DNA" 2133 "367"
"random" "LTR" 311 "367"
"random" "All" 3984 "368"
"random" "SD" 3984 "368"
"random" "NoSD" 3641 "368"
"random" "LINE" 1678 "368"
"random" "SINE" 461 "368"
"random" "DNA" 2094 "368"
"random" "LTR" 267 "368"
"random" "All" 3983 "369"
"random" "SD" 3982 "369"
"random" "NoSD" 3643 "369"
"random" "LINE" 1693 "369"
"random" "SINE" 463 "369"
"random" "DNA" 2101 "369"
"random" "LTR" 268 "369"
"random" "All" 3987 "370"
"random" "SD" 3987 "370"
"random" "NoSD" 3668 "370"
"random" "LINE" 1700 "370"
"random" "SINE" 499 "370"
"random" "DNA" 2104 "370"
"random" "LTR" 292 "370"
"random" "All" 3981 "371"
"random" "SD" 3980 "371"
"random" "NoSD" 3668 "371"
"random" "LINE" 1620 "371"
"random" "SINE" 425 "371"
"random" "DNA" 2125 "371"
"random" "LTR" 279 "371"
"random" "All" 3980 "372"
"random" "SD" 3980 "372"
"random" "NoSD" 3662 "372"
"random" "LINE" 1686 "372"
"random" "SINE" 442 "372"
"random" "DNA" 2068 "372"
"random" "LTR" 293 "372"
"random" "All" 3982 "373"
"random" "SD" 3982 "373"
"random" "NoSD" 3652 "373"
"random" "LINE" 1649 "373"
"random" "SINE" 480 "373"
"random" "DNA" 2069 "373"
"random" "LTR" 295 "373"
"random" "All" 3986 "374"
"random" "SD" 3985 "374"
"random" "NoSD" 3677 "374"
"random" "LINE" 1699 "374"
"random" "SINE" 461 "374"
"random" "DNA" 2053 "374"
"random" "LTR" 317 "374"
"random" "All" 3982 "375"
"random" "SD" 3981 "375"
"random" "NoSD" 3684 "375"
"random" "LINE" 1680 "375"
"random" "SINE" 485 "375"
"random" "DNA" 2131 "375"
"random" "LTR" 272 "375"
"random" "All" 3983 "376"
"random" "SD" 3983 "376"
"random" "NoSD" 3644 "376"
"random" "LINE" 1672 "376"
"random" "SINE" 491 "376"
"random" "DNA" 2120 "376"
"random" "LTR" 276 "376"
"random" "All" 3985 "377"
"random" "SD" 3984 "377"
"random" "NoSD" 3626 "377"
"random" "LINE" 1631 "377"
"random" "SINE" 448 "377"
"random" "DNA" 2047 "377"
"random" "LTR" 294 "377"
"random" "All" 3986 "378"
"random" "SD" 3986 "378"
"random" "NoSD" 3669 "378"
"random" "LINE" 1650 "378"
"random" "SINE" 499 "378"
"random" "DNA" 2091 "378"
"random" "LTR" 297 "378"
"random" "All" 3987 "379"
"random" "SD" 3987 "379"
"random" "NoSD" 3672 "379"
"random" "LINE" 1721 "379"
"random" "SINE" 464 "379"
"random" "DNA" 2116 "379"
"random" "LTR" 291 "379"
"random" "All" 3983 "380"
"random" "SD" 3983 "380"
"random" "NoSD" 3650 "380"
"random" "LINE" 1725 "380"
"random" "SINE" 513 "380"
"random" "DNA" 2129 "380"
"random" "LTR" 288 "380"
"random" "All" 3983 "381"
"random" "SD" 3983 "381"
"random" "NoSD" 3658 "381"
