"condition" "typerepeat" "nb_of_sv" "runocc"
"random" "SINE" 437 "503"
"random" "DNA" 2098 "503"
"random" "LTR" 257 "503"
"random" "All" 3985 "504"
"random" "SD" 3985 "504"
"random" "NoSD" 3667 "504"
"random" "LINE" 1708 "504"
"random" "SINE" 478 "504"
"random" "DNA" 2103 "504"
"random" "LTR" 294 "504"
"random" "All" 3987 "505"
"random" "SD" 3987 "505"
"random" "NoSD" 3681 "505"
"random" "LINE" 1699 "505"
"random" "SINE" 430 "505"
"random" "DNA" 2165 "505"
"random" "LTR" 299 "505"
"random" "All" 3983 "506"
"random" "SD" 3982 "506"
"random" "NoSD" 3669 "506"
"random" "LINE" 1711 "506"
"random" "SINE" 460 "506"
"random" "DNA" 2127 "506"
"random" "LTR" 290 "506"
"random" "All" 3980 "507"
"random" "SD" 3977 "507"
"random" "NoSD" 3661 "507"
"random" "LINE" 1670 "507"
"random" "SINE" 455 "507"
"random" "DNA" 2076 "507"
"random" "LTR" 267 "507"
"random" "All" 3984 "508"
"random" "SD" 3983 "508"
"random" "NoSD" 3633 "508"
"random" "LINE" 1656 "508"
"random" "SINE" 467 "508"
"random" "DNA" 2143 "508"
"random" "LTR" 294 "508"
"random" "All" 3984 "509"
"random" "SD" 3984 "509"
"random" "NoSD" 3667 "509"
"random" "LINE" 1689 "509"
"random" "SINE" 470 "509"
"random" "DNA" 2108 "509"
"random" "LTR" 280 "509"
"random" "All" 3984 "510"
"random" "SD" 3983 "510"
"random" "NoSD" 3656 "510"
"random" "LINE" 1541 "510"
"random" "SINE" 450 "510"
"random" "DNA" 2014 "510"
"random" "LTR" 292 "510"
"random" "All" 3983 "511"
"random" "SD" 3983 "511"
"random" "NoSD" 3697 "511"
"random" "LINE" 1709 "511"
"random" "SINE" 451 "511"
"random" "DNA" 2139 "511"
"random" "LTR" 284 "511"
"random" "All" 3984 "512"
"random" "SD" 3984 "512"
"random" "NoSD" 3637 "512"
"random" "LINE" 1704 "512"
"random" "SINE" 459 "512"
"random" "DNA" 2061 "512"
"random" "LTR" 260 "512"
"random" "All" 3983 "513"
"random" "SD" 3981 "513"
"random" "NoSD" 3662 "513"
"random" "LINE" 1677 "513"
"random" "SINE" 509 "513"
"random" "DNA" 2091 "513"
"random" "LTR" 303 "513"
"random" "All" 3982 "514"
"random" "SD" 3982 "514"
"random" "NoSD" 3667 "514"
"random" "LINE" 1652 "514"
"random" "SINE" 418 "514"
"random" "DNA" 2088 "514"
"random" "LTR" 271 "514"
"random" "All" 3988 "515"
"random" "SD" 3986 "515"
"random" "NoSD" 3677 "515"
"random" "LINE" 1666 "515"
"random" "SINE" 457 "515"
"random" "DNA" 2121 "515"
"random" "LTR" 285 "515"
"random" "All" 3984 "516"
"random" "SD" 3983 "516"
"random" "NoSD" 3652 "516"
"random" "LINE" 1717 "516"
"random" "SINE" 487 "516"
"random" "DNA" 2066 "516"
"random" "LTR" 288 "516"
"random" "All" 3980 "517"
"random" "SD" 3979 "517"
"random" "NoSD" 3642 "517"
"random" "LINE" 1698 "517"
"random" "SINE" 494 "517"
"random" "DNA" 2119 "517"
"random" "LTR" 289 "517"
"random" "All" 3982 "518"
"random" "SD" 3980 "518"
"random" "NoSD" 3638 "518"
"random" "LINE" 1643 "518"
"random" "SINE" 452 "518"
"random" "DNA" 2062 "518"
"random" "LTR" 259 "518"
"random" "All" 3986 "519"
"random" "SD" 3985 "519"
"random" "NoSD" 3661 "519"
"random" "LINE" 1662 "519"
"random" "SINE" 483 "519"
"random" "DNA" 2057 "519"
"random" "LTR" 272 "519"
"random" "All" 3982 "520"
"random" "SD" 3982 "520"
"random" "NoSD" 3663 "520"
"random" "LINE" 1700 "520"
"random" "SINE" 447 "520"
"random" "DNA" 2033 "520"
"random" "LTR" 315 "520"
"random" "All" 3981 "521"
"random" "SD" 3980 "521"
"random" "NoSD" 3604 "521"
"random" "LINE" 1685 "521"
"random" "SINE" 474 "521"
"random" "DNA" 2042 "521"
"random" "LTR" 296 "521"
"random" "All" 3985 "522"
"random" "SD" 3985 "522"
"random" "NoSD" 3673 "522"
"random" "LINE" 1690 "522"
"random" "SINE" 464 "522"
"random" "DNA" 2113 "522"
"random" "LTR" 282 "522"
"random" "All" 3985 "523"
"random" "SD" 3985 "523"
"random" "NoSD" 3697 "523"
"random" "LINE" 1680 "523"
"random" "SINE" 461 "523"
"random" "DNA" 2086 "523"
"random" "LTR" 283 "523"
"random" "All" 3983 "524"
"random" "SD" 3982 "524"
"random" "NoSD" 3668 "524"
"random" "LINE" 1642 "524"
"random" "SINE" 454 "524"
"random" "DNA" 2089 "524"
"random" "LTR" 291 "524"
"random" "All" 3985 "525"
"random" "SD" 3985 "525"
"random" "NoSD" 3695 "525"
"random" "LINE" 1680 "525"
"random" "SINE" 472 "525"
"random" "DNA" 2092 "525"
"random" "LTR" 320 "525"
"random" "All" 3984 "526"
"random" "SD" 3984 "526"
"random" "NoSD" 3688 "526"
"random" "LINE" 1733 "526"
"random" "SINE" 475 "526"
"random" "DNA" 2079 "526"
"random" "LTR" 266 "526"
"random" "All" 3987 "527"
"random" "SD" 3984 "527"
"random" "NoSD" 3658 "527"
"random" "LINE" 1686 "527"
"random" "SINE" 437 "527"
"random" "DNA" 2067 "527"
"random" "LTR" 293 "527"
"random" "All" 3983 "528"
"random" "SD" 3982 "528"
"random" "NoSD" 3669 "528"
"random" "LINE" 1690 "528"
"random" "SINE" 486 "528"
"random" "DNA" 2050 "528"
"random" "LTR" 295 "528"
"random" "All" 3982 "529"
"random" "SD" 3980 "529"
"random" "NoSD" 3667 "529"
"random" "LINE" 1685 "529"
"random" "SINE" 451 "529"
"random" "DNA" 2108 "529"
"random" "LTR" 278 "529"
"random" "All" 3983 "530"
"random" "SD" 3980 "530"
"random" "NoSD" 3633 "530"
"random" "LINE" 1713 "530"
"random" "SINE" 485 "530"
"random" "DNA" 2054 "530"
"random" "LTR" 277 "530"
"random" "All" 3983 "531"
"random" "SD" 3983 "531"
"random" "NoSD" 3672 "531"
"random" "LINE" 1709 "531"
"random" "SINE" 480 "531"
"random" "DNA" 2103 "531"
"random" "LTR" 292 "531"
"random" "All" 3986 "532"
"random" "SD" 3985 "532"
"random" "NoSD" 3638 "532"
"random" "LINE" 1673 "532"
"random" "SINE" 458 "532"
"random" "DNA" 2079 "532"
"random" "LTR" 302 "532"
"random" "All" 3986 "533"
"random" "SD" 3986 "533"
"random" "NoSD" 3660 "533"
"random" "LINE" 1670 "533"
"random" "SINE" 473 "533"
"random" "DNA" 2102 "533"
"random" "LTR" 297 "533"
"random" "All" 3985 "534"
"random" "SD" 3984 "534"
"random" "NoSD" 3667 "534"
"random" "LINE" 1713 "534"
"random" "SINE" 488 "534"
"random" "DNA" 2096 "534"
"random" "LTR" 258 "534"
"random" "All" 3985 "535"
"random" "SD" 3985 "535"
"random" "NoSD" 3656 "535"
"random" "LINE" 1709 "535"
"random" "SINE" 443 "535"
"random" "DNA" 2081 "535"
"random" "LTR" 294 "535"
"random" "All" 3986 "536"
"random" "SD" 3986 "536"
"random" "NoSD" 3661 "536"
"random" "LINE" 1701 "536"
"random" "SINE" 450 "536"
"random" "DNA" 2071 "536"
"random" "LTR" 288 "536"
"random" "All" 3985 "537"
"random" "SD" 3985 "537"
"random" "NoSD" 3664 "537"
"random" "LINE" 1678 "537"
"random" "SINE" 428 "537"
"random" "DNA" 2102 "537"
"random" "LTR" 278 "537"
"random" "All" 3983 "538"
"random" "SD" 3982 "538"
"random" "NoSD" 3669 "538"
"random" "LINE" 1725 "538"
"random" "SINE" 464 "538"
"random" "DNA" 2110 "538"
"random" "LTR" 289 "538"
"random" "All" 3983 "539"
"random" "SD" 3982 "539"
"random" "NoSD" 3670 "539"
"random" "LINE" 1699 "539"
"random" "SINE" 480 "539"
"random" "DNA" 2131 "539"
"random" "LTR" 295 "539"
"random" "All" 3980 "540"
"random" "SD" 3980 "540"
"random" "NoSD" 3645 "540"
"random" "LINE" 1686 "540"
"random" "SINE" 441 "540"
"random" "DNA" 2123 "540"
"random" "LTR" 301 "540"
"random" "All" 3983 "541"
"random" "SD" 3983 "541"
"random" "NoSD" 3679 "541"
"random" "LINE" 1667 "541"
"random" "SINE" 478 "541"
"random" "DNA" 2115 "541"
"random" "LTR" 296 "541"
"random" "All" 3978 "542"
"random" "SD" 3978 "542"
"random" "NoSD" 3620 "542"
"random" "LINE" 1640 "542"
"random" "SINE" 482 "542"
"random" "DNA" 2089 "542"
"random" "LTR" 256 "542"
"random" "All" 3983 "543"
"random" "SD" 3983 "543"
"random" "NoSD" 3623 "543"
"random" "LINE" 1702 "543"
"random" "SINE" 479 "543"
"random" "DNA" 2113 "543"
"random" "LTR" 282 "543"
"random" "All" 3983 "544"
"random" "SD" 3983 "544"
"random" "NoSD" 3665 "544"
"random" "LINE" 1658 "544"
"random" "SINE" 486 "544"
"random" "DNA" 2163 "544"
"random" "LTR" 312 "544"
"random" "All" 3985 "545"
"random" "SD" 3981 "545"
"random" "NoSD" 3680 "545"
"random" "LINE" 1635 "545"
"random" "SINE" 458 "545"
"random" "DNA" 2144 "545"
"random" "LTR" 300 "545"
"random" "All" 3982 "546"
"random" "SD" 3981 "546"
"random" "NoSD" 3657 "546"
"random" "LINE" 1678 "546"
"random" "SINE" 481 "546"
"random" "DNA" 2093 "546"
"random" "LTR" 288 "546"
"random" "All" 3975 "547"
"random" "SD" 3975 "547"
"random" "NoSD" 3617 "547"
"random" "LINE" 1695 "547"
"random" "SINE" 436 "547"
"random" "DNA" 2068 "547"
"random" "LTR" 291 "547"
"random" "All" 3983 "548"
"random" "SD" 3983 "548"
"random" "NoSD" 3694 "548"
"random" "LINE" 1694 "548"
"random" "SINE" 465 "548"
"random" "DNA" 2115 "548"
"random" "LTR" 305 "548"
"random" "All" 3981 "549"
"random" "SD" 3980 "549"
"random" "NoSD" 3675 "549"
"random" "LINE" 1696 "549"
"random" "SINE" 442 "549"
"random" "DNA" 2084 "549"
"random" "LTR" 307 "549"
"random" "All" 3982 "550"
"random" "SD" 3980 "550"
"random" "NoSD" 3646 "550"
"random" "LINE" 1702 "550"
"random" "SINE" 483 "550"
"random" "DNA" 2057 "550"
"random" "LTR" 281 "550"
"random" "All" 3983 "551"
"random" "SD" 3982 "551"
"random" "NoSD" 3647 "551"
"random" "LINE" 1692 "551"
"random" "SINE" 465 "551"
"random" "DNA" 2106 "551"
"random" "LTR" 278 "551"
"random" "All" 3985 "552"
"random" "SD" 3985 "552"
"random" "NoSD" 3668 "552"
"random" "LINE" 1712 "552"
"random" "SINE" 443 "552"
"random" "DNA" 2120 "552"
"random" "LTR" 289 "552"
"random" "All" 3984 "553"
"random" "SD" 3984 "553"
"random" "NoSD" 3656 "553"
"random" "LINE" 1707 "553"
"random" "SINE" 485 "553"
"random" "DNA" 2081 "553"
"random" "LTR" 272 "553"
"random" "All" 3982 "554"
"random" "SD" 3981 "554"
"random" "NoSD" 3648 "554"
"random" "LINE" 1701 "554"
"random" "SINE" 447 "554"
"random" "DNA" 2083 "554"
"random" "LTR" 302 "554"
"random" "All" 3986 "555"
"random" "SD" 3985 "555"
"random" "NoSD" 3709 "555"
"random" "LINE" 1703 "555"
"random" "SINE" 457 "555"
"random" "DNA" 2089 "555"
"random" "LTR" 275 "555"
"random" "All" 3982 "556"
"random" "SD" 3981 "556"
"random" "NoSD" 3667 "556"
"random" "LINE" 1713 "556"
"random" "SINE" 460 "556"
"random" "DNA" 2097 "556"
"random" "LTR" 293 "556"
"random" "All" 3986 "557"
"random" "SD" 3986 "557"
"random" "NoSD" 3672 "557"
"random" "LINE" 1692 "557"
"random" "SINE" 498 "557"
"random" "DNA" 2127 "557"
"random" "LTR" 262 "557"
"random" "All" 3981 "558"
"random" "SD" 3981 "558"
"random" "NoSD" 3655 "558"
"random" "LINE" 1720 "558"
"random" "SINE" 424 "558"
"random" "DNA" 2123 "558"
"random" "LTR" 299 "558"
"random" "All" 3984 "559"
"random" "SD" 3983 "559"
"random" "NoSD" 3676 "559"
"random" "LINE" 1719 "559"
"random" "SINE" 459 "559"
"random" "DNA" 2125 "559"
"random" "LTR" 273 "559"
"random" "All" 3983 "560"
"random" "SD" 3982 "560"
"random" "NoSD" 3671 "560"
"random" "LINE" 1670 "560"
"random" "SINE" 453 "560"
"random" "DNA" 2096 "560"
"random" "LTR" 304 "560"
"random" "All" 3980 "561"
"random" "SD" 3979 "561"
"random" "NoSD" 3657 "561"
"random" "LINE" 1702 "561"
"random" "SINE" 458 "561"
"random" "DNA" 2028 "561"
"random" "LTR" 264 "561"
"random" "All" 3979 "562"
"random" "SD" 3978 "562"
"random" "NoSD" 3635 "562"
"random" "LINE" 1645 "562"
"random" "SINE" 465 "562"
"random" "DNA" 2080 "562"
"random" "LTR" 289 "562"
"random" "All" 3983 "563"
"random" "SD" 3982 "563"
"random" "NoSD" 3644 "563"
"random" "LINE" 1698 "563"
"random" "SINE" 478 "563"
"random" "DNA" 2100 "563"
"random" "LTR" 286 "563"
"random" "All" 3982 "564"
"random" "SD" 3981 "564"
"random" "NoSD" 3652 "564"
"random" "LINE" 1660 "564"
"random" "SINE" 467 "564"
"random" "DNA" 2145 "564"
"random" "LTR" 287 "564"
"random" "All" 3985 "565"
"random" "SD" 3984 "565"
"random" "NoSD" 3672 "565"
"random" "LINE" 1706 "565"
"random" "SINE" 479 "565"
"random" "DNA" 2136 "565"
"random" "LTR" 285 "565"
"random" "All" 3982 "566"
"random" "SD" 3981 "566"
"random" "NoSD" 3668 "566"
"random" "LINE" 1678 "566"
"random" "SINE" 445 "566"
"random" "DNA" 2106 "566"
"random" "LTR" 245 "566"
"random" "All" 3985 "567"
"random" "SD" 3984 "567"
"random" "NoSD" 3659 "567"
"random" "LINE" 1698 "567"
"random" "SINE" 529 "567"
"random" "DNA" 2161 "567"
"random" "LTR" 262 "567"
"random" "All" 3985 "568"
"random" "SD" 3985 "568"
"random" "NoSD" 3662 "568"
"random" "LINE" 1730 "568"
"random" "SINE" 449 "568"
"random" "DNA" 2089 "568"
"random" "LTR" 297 "568"
"random" "All" 3982 "569"
"random" "SD" 3982 "569"
"random" "NoSD" 3645 "569"
"random" "LINE" 1682 "569"
"random" "SINE" 455 "569"
"random" "DNA" 2077 "569"
"random" "LTR" 264 "569"
"random" "All" 3986 "570"
"random" "SD" 3985 "570"
"random" "NoSD" 3702 "570"
"random" "LINE" 1734 "570"
"random" "SINE" 476 "570"
"random" "DNA" 2098 "570"
"random" "LTR" 254 "570"
"random" "All" 3983 "571"
"random" "SD" 3981 "571"
"random" "NoSD" 3687 "571"
"random" "LINE" 1685 "571"
"random" "SINE" 482 "571"
"random" "DNA" 2088 "571"
"random" "LTR" 282 "571"
"random" "All" 3987 "572"
"random" "SD" 3987 "572"
"random" "NoSD" 3621 "572"
"random" "LINE" 1654 "572"
"random" "SINE" 465 "572"
"random" "DNA" 2085 "572"
"random" "LTR" 285 "572"
"random" "All" 3982 "573"
"random" "SD" 3981 "573"
"random" "NoSD" 3707 "573"
"random" "LINE" 1758 "573"
"random" "SINE" 468 "573"
"random" "DNA" 2156 "573"
"random" "LTR" 289 "573"
"random" "All" 3985 "574"
"random" "SD" 3985 "574"
"random" "NoSD" 3695 "574"
"random" "LINE" 1693 "574"
"random" "SINE" 500 "574"
"random" "DNA" 2106 "574"
"random" "LTR" 269 "574"
"random" "All" 3984 "575"
"random" "SD" 3983 "575"
"random" "NoSD" 3697 "575"
"random" "LINE" 1706 "575"
"random" "SINE" 492 "575"
"random" "DNA" 2117 "575"
"random" "LTR" 267 "575"
"random" "All" 3984 "576"
"random" "SD" 3984 "576"
"random" "NoSD" 3637 "576"
"random" "LINE" 1654 "576"
"random" "SINE" 467 "576"
"random" "DNA" 2063 "576"
"random" "LTR" 279 "576"
"random" "All" 3985 "577"
"random" "SD" 3985 "577"
"random" "NoSD" 3677 "577"
"random" "LINE" 1747 "577"
"random" "SINE" 439 "577"
"random" "DNA" 2102 "577"
"random" "LTR" 289 "577"
"random" "All" 3986 "578"
"random" "SD" 3986 "578"
"random" "NoSD" 3672 "578"
"random" "LINE" 1726 "578"
"random" "SINE" 442 "578"
"random" "DNA" 2029 "578"
"random" "LTR" 271 "578"
"random" "All" 3983 "579"
"random" "SD" 3983 "579"
"random" "NoSD" 3654 "579"
"random" "LINE" 1679 "579"
"random" "SINE" 463 "579"
"random" "DNA" 2138 "579"
"random" "LTR" 280 "579"
"random" "All" 3984 "580"
"random" "SD" 3984 "580"
"random" "NoSD" 3660 "580"
"random" "LINE" 1680 "580"
"random" "SINE" 474 "580"
"random" "DNA" 2095 "580"
"random" "LTR" 301 "580"
"random" "All" 3985 "581"
"random" "SD" 3985 "581"
"random" "NoSD" 3650 "581"
"random" "LINE" 1665 "581"
"random" "SINE" 476 "581"
"random" "DNA" 2102 "581"
"random" "LTR" 274 "581"
"random" "All" 3986 "582"
"random" "SD" 3986 "582"
"random" "NoSD" 3641 "582"
"random" "LINE" 1686 "582"
"random" "SINE" 458 "582"
"random" "DNA" 2143 "582"
"random" "LTR" 262 "582"
"random" "All" 3985 "583"
"random" "SD" 3983 "583"
"random" "NoSD" 3660 "583"
"random" "LINE" 1661 "583"
"random" "SINE" 438 "583"
"random" "DNA" 2115 "583"
"random" "LTR" 280 "583"
"random" "All" 3983 "584"
"random" "SD" 3983 "584"
"random" "NoSD" 3620 "584"
"random" "LINE" 1632 "584"
"random" "SINE" 480 "584"
"random" "DNA" 2123 "584"
"random" "LTR" 285 "584"
"random" "All" 3979 "585"
"random" "SD" 3979 "585"
"random" "NoSD" 3683 "585"
"random" "LINE" 1685 "585"
"random" "SINE" 495 "585"
"random" "DNA" 2082 "585"
"random" "LTR" 285 "585"
"random" "All" 3986 "586"
"random" "SD" 3985 "586"
"random" "NoSD" 3680 "586"
"random" "LINE" 1750 "586"
"random" "SINE" 472 "586"
"random" "DNA" 2152 "586"
"random" "LTR" 280 "586"
"random" "All" 3981 "587"
"random" "SD" 3981 "587"
"random" "NoSD" 3635 "587"
"random" "LINE" 1658 "587"
"random" "SINE" 450 "587"
"random" "DNA" 2072 "587"
"random" "LTR" 289 "587"
"random" "All" 3980 "588"
"random" "SD" 3980 "588"
"random" "NoSD" 3657 "588"
"random" "LINE" 1650 "588"
"random" "SINE" 457 "588"
"random" "DNA" 2096 "588"
"random" "LTR" 278 "588"
"random" "All" 3982 "589"
"random" "SD" 3981 "589"
"random" "NoSD" 3649 "589"
"random" "LINE" 1696 "589"
"random" "SINE" 497 "589"
"random" "DNA" 2071 "589"
"random" "LTR" 252 "589"
"random" "All" 3984 "590"
"random" "SD" 3983 "590"
"random" "NoSD" 3645 "590"
"random" "LINE" 1665 "590"
"random" "SINE" 461 "590"
"random" "DNA" 2058 "590"
"random" "LTR" 302 "590"
"random" "All" 3984 "591"
"random" "SD" 3984 "591"
"random" "NoSD" 3673 "591"
"random" "LINE" 1677 "591"
"random" "SINE" 453 "591"
"random" "DNA" 2067 "591"
"random" "LTR" 277 "591"
"random" "All" 3984 "592"
"random" "SD" 3982 "592"
"random" "NoSD" 3655 "592"
"random" "LINE" 1638 "592"
"random" "SINE" 430 "592"
"random" "DNA" 2077 "592"
"random" "LTR" 271 "592"
"random" "All" 3989 "593"
"random" "SD" 3987 "593"
"random" "NoSD" 3689 "593"
"random" "LINE" 1672 "593"
"random" "SINE" 441 "593"
"random" "DNA" 2082 "593"
"random" "LTR" 298 "593"
"random" "All" 3985 "594"
"random" "SD" 3985 "594"
"random" "NoSD" 3644 "594"
"random" "LINE" 1681 "594"
"random" "SINE" 464 "594"
"random" "DNA" 2033 "594"
"random" "LTR" 288 "594"
"random" "All" 3983 "595"
"random" "SD" 3983 "595"
"random" "NoSD" 3655 "595"
"random" "LINE" 1703 "595"
"random" "SINE" 482 "595"
"random" "DNA" 2100 "595"
"random" "LTR" 276 "595"
"random" "All" 3982 "596"
"random" "SD" 3982 "596"
"random" "NoSD" 3659 "596"
"random" "LINE" 1651 "596"
"random" "SINE" 488 "596"
"random" "DNA" 2070 "596"
"random" "LTR" 260 "596"
"random" "All" 3980 "597"
"random" "SD" 3979 "597"
"random" "NoSD" 3669 "597"
"random" "LINE" 1676 "597"
"random" "SINE" 466 "597"
"random" "DNA" 2078 "597"
"random" "LTR" 287 "597"
"random" "All" 3986 "598"
"random" "SD" 3985 "598"
"random" "NoSD" 3624 "598"
"random" "LINE" 1647 "598"
"random" "SINE" 440 "598"
"random" "DNA" 2048 "598"
"random" "LTR" 330 "598"
"random" "All" 3984 "599"
"random" "SD" 3982 "599"
"random" "NoSD" 3660 "599"
"random" "LINE" 1668 "599"
"random" "SINE" 433 "599"
"random" "DNA" 2108 "599"
"random" "LTR" 274 "599"
"random" "All" 3983 "600"
"random" "SD" 3982 "600"
"random" "NoSD" 3676 "600"
"random" "LINE" 1716 "600"
"random" "SINE" 471 "600"
"random" "DNA" 2084 "600"
"random" "LTR" 285 "600"
"random" "All" 3977 "601"
"random" "SD" 3976 "601"
"random" "NoSD" 3630 "601"
"random" "LINE" 1697 "601"
"random" "SINE" 466 "601"
"random" "DNA" 2106 "601"
"random" "LTR" 276 "601"
"random" "All" 3986 "602"
"random" "SD" 3985 "602"
"random" "NoSD" 3659 "602"
"random" "LINE" 1720 "602"
"random" "SINE" 476 "602"
"random" "DNA" 2094 "602"
"random" "LTR" 299 "602"
"random" "All" 3985 "603"
"random" "SD" 3983 "603"
"random" "NoSD" 3678 "603"
"random" "LINE" 1648 "603"
"random" "SINE" 466 "603"
"random" "DNA" 2088 "603"
"random" "LTR" 290 "603"
"random" "All" 3985 "604"
"random" "SD" 3985 "604"
"random" "NoSD" 3662 "604"
"random" "LINE" 1661 "604"
"random" "SINE" 471 "604"
"random" "DNA" 2062 "604"
"random" "LTR" 293 "604"
"random" "All" 3981 "605"
"random" "SD" 3981 "605"
"random" "NoSD" 3671 "605"
"random" "LINE" 1655 "605"
"random" "SINE" 470 "605"
"random" "DNA" 2081 "605"
"random" "LTR" 274 "605"
"random" "All" 3982 "606"
"random" "SD" 3981 "606"
"random" "NoSD" 3624 "606"
"random" "LINE" 1676 "606"
"random" "SINE" 449 "606"
"random" "DNA" 2056 "606"
"random" "LTR" 292 "606"
"random" "All" 3980 "607"
"random" "SD" 3980 "607"
"random" "NoSD" 3645 "607"
"random" "LINE" 1695 "607"
"random" "SINE" 482 "607"
"random" "DNA" 2065 "607"
"random" "LTR" 277 "607"
"random" "All" 3982 "608"
"random" "SD" 3982 "608"
"random" "NoSD" 3696 "608"
"random" "LINE" 1737 "608"
"random" "SINE" 440 "608"
"random" "DNA" 2079 "608"
"random" "LTR" 286 "608"
"random" "All" 3985 "609"
"random" "SD" 3984 "609"
"random" "NoSD" 3672 "609"
"random" "LINE" 1658 "609"
"random" "SINE" 433 "609"
"random" "DNA" 2110 "609"
"random" "LTR" 284 "609"
"random" "All" 3984 "610"
"random" "SD" 3984 "610"
"random" "NoSD" 3671 "610"
"random" "LINE" 1711 "610"
"random" "SINE" 463 "610"
"random" "DNA" 2096 "610"
"random" "LTR" 297 "610"
"random" "All" 3988 "611"
"random" "SD" 3987 "611"
"random" "NoSD" 3639 "611"
"random" "LINE" 1620 "611"
"random" "SINE" 453 "611"
"random" "DNA" 2055 "611"
"random" "LTR" 259 "611"
"random" "All" 3984 "612"
"random" "SD" 3984 "612"
"random" "NoSD" 3668 "612"
"random" "LINE" 1676 "612"
"random" "SINE" 494 "612"
"random" "DNA" 2091 "612"
"random" "LTR" 295 "612"
"random" "All" 3979 "613"
"random" "SD" 3978 "613"
"random" "NoSD" 3654 "613"
"random" "LINE" 1677 "613"
"random" "SINE" 504 "613"
"random" "DNA" 2116 "613"
"random" "LTR" 291 "613"
"random" "All" 3983 "614"
"random" "SD" 3982 "614"
"random" "NoSD" 3637 "614"
"random" "LINE" 1690 "614"
"random" "SINE" 422 "614"
"random" "DNA" 2023 "614"
"random" "LTR" 313 "614"
"random" "All" 3983 "615"
"random" "SD" 3982 "615"
"random" "NoSD" 3664 "615"
"random" "LINE" 1705 "615"
"random" "SINE" 464 "615"
"random" "DNA" 2075 "615"
"random" "LTR" 286 "615"
"random" "All" 3984 "616"
"random" "SD" 3984 "616"
"random" "NoSD" 3666 "616"
"random" "LINE" 1676 "616"
"random" "SINE" 476 "616"
"random" "DNA" 2103 "616"
"random" "LTR" 273 "616"
"random" "All" 3985 "617"
"random" "SD" 3985 "617"
"random" "NoSD" 3651 "617"
"random" "LINE" 1675 "617"
"random" "SINE" 458 "617"
"random" "DNA" 2067 "617"
"random" "LTR" 284 "617"
"random" "All" 3989 "618"
"random" "SD" 3988 "618"
"random" "NoSD" 3637 "618"
"random" "LINE" 1662 "618"
"random" "SINE" 505 "618"
"random" "DNA" 2080 "618"
"random" "LTR" 284 "618"
"random" "All" 3986 "619"
"random" "SD" 3986 "619"
"random" "NoSD" 3653 "619"
"random" "LINE" 1680 "619"
"random" "SINE" 457 "619"
"random" "DNA" 2052 "619"
"random" "LTR" 312 "619"
"random" "All" 3986 "620"
"random" "SD" 3986 "620"
"random" "NoSD" 3678 "620"
"random" "LINE" 1727 "620"
"random" "SINE" 481 "620"
"random" "DNA" 2105 "620"
"random" "LTR" 302 "620"
"random" "All" 3987 "621"
"random" "SD" 3986 "621"
"random" "NoSD" 3647 "621"
"random" "LINE" 1662 "621"
"random" "SINE" 476 "621"
"random" "DNA" 2035 "621"
"random" "LTR" 277 "621"
"random" "All" 3981 "622"
"random" "SD" 3981 "622"
"random" "NoSD" 3710 "622"
"random" "LINE" 1764 "622"
"random" "SINE" 454 "622"
"random" "DNA" 2126 "622"
"random" "LTR" 286 "622"
"random" "All" 3982 "623"
"random" "SD" 3982 "623"
"random" "NoSD" 3666 "623"
"random" "LINE" 1690 "623"
"random" "SINE" 464 "623"
"random" "DNA" 2066 "623"
"random" "LTR" 286 "623"
"random" "All" 3982 "624"
"random" "SD" 3980 "624"
"random" "NoSD" 3616 "624"
"random" "LINE" 1660 "624"
"random" "SINE" 445 "624"
"random" "DNA" 2052 "624"
"random" "LTR" 290 "624"
"random" "All" 3984 "625"
"random" "SD" 3983 "625"
"random" "NoSD" 3699 "625"
"random" "LINE" 1698 "625"
"random" "SINE" 465 "625"
"random" "DNA" 2087 "625"
"random" "LTR" 300 "625"
"random" "All" 3986 "626"
"random" "SD" 3986 "626"
"random" "NoSD" 3648 "626"
"random" "LINE" 1718 "626"
"random" "SINE" 472 "626"
"random" "DNA" 2115 "626"
"random" "LTR" 277 "626"
"random" "All" 3986 "627"
"random" "SD" 3986 "627"
"random" "NoSD" 3697 "627"
"random" "LINE" 1631 "627"
"random" "SINE" 501 "627"
"random" "DNA" 2147 "627"
"random" "LTR" 289 "627"
"random" "All" 3984 "628"
"random" "SD" 3983 "628"
"random" "NoSD" 3682 "628"
"random" "LINE" 1752 "628"
"random" "SINE" 487 "628"
"random" "DNA" 2117 "628"
"random" "LTR" 269 "628"
"random" "All" 3984 "629"
"random" "SD" 3983 "629"
"random" "NoSD" 3648 "629"
"random" "LINE" 1722 "629"
"random" "SINE" 484 "629"
"random" "DNA" 2092 "629"
"random" "LTR" 261 "629"
"random" "All" 3985 "630"
"random" "SD" 3985 "630"
"random" "NoSD" 3630 "630"
"random" "LINE" 1606 "630"
"random" "SINE" 450 "630"
"random" "DNA" 2016 "630"
"random" "LTR" 278 "630"
"random" "All" 3981 "631"
"random" "SD" 3980 "631"
"random" "NoSD" 3653 "631"
"random" "LINE" 1679 "631"
"random" "SINE" 472 "631"
"random" "DNA" 2081 "631"
"random" "LTR" 321 "631"
"random" "All" 3984 "632"
"random" "SD" 3983 "632"
"random" "NoSD" 3665 "632"
"random" "LINE" 1647 "632"
"random" "SINE" 500 "632"
"random" "DNA" 2123 "632"
