"condition" "typerepeat" "nb_of_sv" "runocc"
"random" "SINE" 224 "253"
"random" "DNA" 1182 "253"
"random" "LTR" 141 "253"
"random" "All" 3565 "254"
"random" "SD" 3513 "254"
"random" "NoSD" 2789 "254"
"random" "LINE" 924 "254"
"random" "SINE" 226 "254"
"random" "DNA" 1196 "254"
"random" "LTR" 164 "254"
"random" "All" 3560 "255"
"random" "SD" 3494 "255"
"random" "NoSD" 2812 "255"
"random" "LINE" 921 "255"
"random" "SINE" 214 "255"
"random" "DNA" 1228 "255"
"random" "LTR" 163 "255"
"random" "All" 3531 "256"
"random" "SD" 3473 "256"
"random" "NoSD" 2753 "256"
"random" "LINE" 943 "256"
"random" "SINE" 231 "256"
"random" "DNA" 1178 "256"
"random" "LTR" 182 "256"
"random" "All" 3524 "257"
"random" "SD" 3460 "257"
"random" "NoSD" 2800 "257"
"random" "LINE" 916 "257"
"random" "SINE" 235 "257"
"random" "DNA" 1162 "257"
"random" "LTR" 154 "257"
"random" "All" 3572 "258"
"random" "SD" 3509 "258"
"random" "NoSD" 2801 "258"
"random" "LINE" 931 "258"
"random" "SINE" 226 "258"
"random" "DNA" 1181 "258"
"random" "LTR" 164 "258"
"random" "All" 3529 "259"
"random" "SD" 3464 "259"
"random" "NoSD" 2831 "259"
"random" "LINE" 927 "259"
"random" "SINE" 238 "259"
"random" "DNA" 1197 "259"
"random" "LTR" 150 "259"
"random" "All" 3539 "260"
"random" "SD" 3470 "260"
"random" "NoSD" 2788 "260"
"random" "LINE" 948 "260"
"random" "SINE" 228 "260"
"random" "DNA" 1213 "260"
"random" "LTR" 161 "260"
"random" "All" 3539 "261"
"random" "SD" 3476 "261"
"random" "NoSD" 2815 "261"
"random" "LINE" 944 "261"
"random" "SINE" 242 "261"
"random" "DNA" 1172 "261"
"random" "LTR" 156 "261"
"random" "All" 3565 "262"
"random" "SD" 3506 "262"
"random" "NoSD" 2835 "262"
"random" "LINE" 931 "262"
"random" "SINE" 239 "262"
"random" "DNA" 1176 "262"
"random" "LTR" 158 "262"
"random" "All" 3561 "263"
"random" "SD" 3496 "263"
"random" "NoSD" 2843 "263"
"random" "LINE" 941 "263"
"random" "SINE" 224 "263"
"random" "DNA" 1252 "263"
"random" "LTR" 167 "263"
"random" "All" 3595 "264"
"random" "SD" 3519 "264"
"random" "NoSD" 2832 "264"
"random" "LINE" 924 "264"
"random" "SINE" 245 "264"
"random" "DNA" 1215 "264"
"random" "LTR" 166 "264"
"random" "All" 3529 "265"
"random" "SD" 3461 "265"
"random" "NoSD" 2773 "265"
"random" "LINE" 902 "265"
"random" "SINE" 227 "265"
"random" "DNA" 1192 "265"
"random" "LTR" 159 "265"
"random" "All" 3540 "266"
"random" "SD" 3486 "266"
"random" "NoSD" 2798 "266"
"random" "LINE" 931 "266"
"random" "SINE" 199 "266"
"random" "DNA" 1229 "266"
"random" "LTR" 148 "266"
"random" "All" 3555 "267"
"random" "SD" 3485 "267"
"random" "NoSD" 2856 "267"
"random" "LINE" 935 "267"
"random" "SINE" 255 "267"
"random" "DNA" 1188 "267"
"random" "LTR" 185 "267"
"random" "All" 3584 "268"
"random" "SD" 3531 "268"
"random" "NoSD" 2831 "268"
"random" "LINE" 934 "268"
"random" "SINE" 239 "268"
"random" "DNA" 1213 "268"
"random" "LTR" 176 "268"
"random" "All" 3553 "269"
"random" "SD" 3498 "269"
"random" "NoSD" 2771 "269"
"random" "LINE" 946 "269"
"random" "SINE" 243 "269"
"random" "DNA" 1160 "269"
"random" "LTR" 167 "269"
"random" "All" 3538 "270"
"random" "SD" 3484 "270"
"random" "NoSD" 2780 "270"
"random" "LINE" 960 "270"
"random" "SINE" 221 "270"
"random" "DNA" 1148 "270"
"random" "LTR" 165 "270"
"random" "All" 3555 "271"
"random" "SD" 3486 "271"
"random" "NoSD" 2836 "271"
"random" "LINE" 927 "271"
"random" "SINE" 226 "271"
"random" "DNA" 1214 "271"
"random" "LTR" 166 "271"
"random" "All" 3519 "272"
"random" "SD" 3465 "272"
"random" "NoSD" 2776 "272"
"random" "LINE" 885 "272"
"random" "SINE" 235 "272"
"random" "DNA" 1217 "272"
"random" "LTR" 178 "272"
"random" "All" 3557 "273"
"random" "SD" 3494 "273"
"random" "NoSD" 2807 "273"
"random" "LINE" 932 "273"
"random" "SINE" 237 "273"
"random" "DNA" 1166 "273"
"random" "LTR" 159 "273"
"random" "All" 3549 "274"
"random" "SD" 3487 "274"
"random" "NoSD" 2801 "274"
"random" "LINE" 925 "274"
"random" "SINE" 228 "274"
"random" "DNA" 1194 "274"
"random" "LTR" 169 "274"
"random" "All" 3575 "275"
"random" "SD" 3515 "275"
"random" "NoSD" 2799 "275"
"random" "LINE" 952 "275"
"random" "SINE" 235 "275"
"random" "DNA" 1162 "275"
"random" "LTR" 168 "275"
"random" "All" 3543 "276"
"random" "SD" 3482 "276"
"random" "NoSD" 2776 "276"
"random" "LINE" 940 "276"
"random" "SINE" 239 "276"
"random" "DNA" 1134 "276"
"random" "LTR" 171 "276"
"random" "All" 3548 "277"
"random" "SD" 3484 "277"
"random" "NoSD" 2786 "277"
"random" "LINE" 922 "277"
"random" "SINE" 238 "277"
"random" "DNA" 1141 "277"
"random" "LTR" 163 "277"
"random" "All" 3547 "278"
"random" "SD" 3482 "278"
"random" "NoSD" 2809 "278"
"random" "LINE" 936 "278"
"random" "SINE" 215 "278"
"random" "DNA" 1202 "278"
"random" "LTR" 155 "278"
"random" "All" 3527 "279"
"random" "SD" 3464 "279"
"random" "NoSD" 2753 "279"
"random" "LINE" 934 "279"
"random" "SINE" 219 "279"
"random" "DNA" 1174 "279"
"random" "LTR" 154 "279"
"random" "All" 3550 "280"
"random" "SD" 3482 "280"
"random" "NoSD" 2773 "280"
"random" "LINE" 941 "280"
"random" "SINE" 231 "280"
"random" "DNA" 1181 "280"
"random" "LTR" 163 "280"
"random" "All" 3587 "281"
"random" "SD" 3515 "281"
"random" "NoSD" 2864 "281"
"random" "LINE" 888 "281"
"random" "SINE" 213 "281"
"random" "DNA" 1226 "281"
"random" "LTR" 173 "281"
"random" "All" 3559 "282"
"random" "SD" 3496 "282"
"random" "NoSD" 2802 "282"
"random" "LINE" 944 "282"
"random" "SINE" 232 "282"
"random" "DNA" 1184 "282"
"random" "LTR" 151 "282"
"random" "All" 3549 "283"
"random" "SD" 3486 "283"
"random" "NoSD" 2795 "283"
"random" "LINE" 964 "283"
"random" "SINE" 246 "283"
"random" "DNA" 1145 "283"
"random" "LTR" 152 "283"
"random" "All" 3560 "284"
"random" "SD" 3489 "284"
"random" "NoSD" 2821 "284"
"random" "LINE" 944 "284"
"random" "SINE" 242 "284"
"random" "DNA" 1193 "284"
"random" "LTR" 166 "284"
"random" "All" 3538 "285"
"random" "SD" 3466 "285"
"random" "NoSD" 2797 "285"
"random" "LINE" 957 "285"
"random" "SINE" 227 "285"
"random" "DNA" 1209 "285"
"random" "LTR" 164 "285"
"random" "All" 3536 "286"
"random" "SD" 3470 "286"
"random" "NoSD" 2770 "286"
"random" "LINE" 928 "286"
"random" "SINE" 210 "286"
"random" "DNA" 1208 "286"
"random" "LTR" 172 "286"
"random" "All" 3571 "287"
"random" "SD" 3499 "287"
"random" "NoSD" 2845 "287"
"random" "LINE" 953 "287"
"random" "SINE" 227 "287"
"random" "DNA" 1195 "287"
"random" "LTR" 206 "287"
"random" "All" 3541 "288"
"random" "SD" 3473 "288"
"random" "NoSD" 2791 "288"
"random" "LINE" 934 "288"
"random" "SINE" 270 "288"
"random" "DNA" 1193 "288"
"random" "LTR" 160 "288"
"random" "All" 3518 "289"
"random" "SD" 3454 "289"
"random" "NoSD" 2767 "289"
"random" "LINE" 934 "289"
"random" "SINE" 227 "289"
"random" "DNA" 1167 "289"
"random" "LTR" 200 "289"
"random" "All" 3574 "290"
"random" "SD" 3511 "290"
"random" "NoSD" 2809 "290"
"random" "LINE" 958 "290"
"random" "SINE" 247 "290"
"random" "DNA" 1179 "290"
"random" "LTR" 159 "290"
"random" "All" 3519 "291"
"random" "SD" 3459 "291"
"random" "NoSD" 2782 "291"
"random" "LINE" 910 "291"
"random" "SINE" 245 "291"
"random" "DNA" 1211 "291"
"random" "LTR" 157 "291"
"random" "All" 3551 "292"
"random" "SD" 3477 "292"
"random" "NoSD" 2724 "292"
"random" "LINE" 911 "292"
"random" "SINE" 224 "292"
"random" "DNA" 1180 "292"
"random" "LTR" 160 "292"
"random" "All" 3510 "293"
"random" "SD" 3448 "293"
"random" "NoSD" 2775 "293"
"random" "LINE" 919 "293"
"random" "SINE" 254 "293"
"random" "DNA" 1189 "293"
"random" "LTR" 157 "293"
"random" "All" 3554 "294"
"random" "SD" 3484 "294"
"random" "NoSD" 2781 "294"
"random" "LINE" 936 "294"
"random" "SINE" 255 "294"
"random" "DNA" 1199 "294"
"random" "LTR" 171 "294"
"random" "All" 3552 "295"
"random" "SD" 3495 "295"
"random" "NoSD" 2779 "295"
"random" "LINE" 913 "295"
"random" "SINE" 230 "295"
"random" "DNA" 1184 "295"
"random" "LTR" 154 "295"
"random" "All" 3543 "296"
"random" "SD" 3478 "296"
"random" "NoSD" 2771 "296"
"random" "LINE" 931 "296"
"random" "SINE" 220 "296"
"random" "DNA" 1154 "296"
"random" "LTR" 171 "296"
"random" "All" 3553 "297"
"random" "SD" 3498 "297"
"random" "NoSD" 2758 "297"
"random" "LINE" 941 "297"
"random" "SINE" 259 "297"
"random" "DNA" 1212 "297"
"random" "LTR" 160 "297"
"random" "All" 3544 "298"
"random" "SD" 3491 "298"
"random" "NoSD" 2758 "298"
"random" "LINE" 926 "298"
"random" "SINE" 251 "298"
"random" "DNA" 1197 "298"
"random" "LTR" 139 "298"
"random" "All" 3565 "299"
"random" "SD" 3491 "299"
"random" "NoSD" 2790 "299"
"random" "LINE" 944 "299"
"random" "SINE" 239 "299"
"random" "DNA" 1178 "299"
"random" "LTR" 143 "299"
"random" "All" 3551 "300"
"random" "SD" 3502 "300"
"random" "NoSD" 2787 "300"
"random" "LINE" 904 "300"
"random" "SINE" 193 "300"
"random" "DNA" 1174 "300"
"random" "LTR" 170 "300"
"random" "All" 3538 "301"
"random" "SD" 3478 "301"
"random" "NoSD" 2755 "301"
"random" "LINE" 937 "301"
"random" "SINE" 224 "301"
"random" "DNA" 1137 "301"
"random" "LTR" 182 "301"
"random" "All" 3575 "302"
"random" "SD" 3505 "302"
"random" "NoSD" 2835 "302"
"random" "LINE" 951 "302"
"random" "SINE" 241 "302"
"random" "DNA" 1129 "302"
"random" "LTR" 146 "302"
"random" "All" 3536 "303"
"random" "SD" 3461 "303"
"random" "NoSD" 2794 "303"
"random" "LINE" 919 "303"
"random" "SINE" 221 "303"
"random" "DNA" 1221 "303"
"random" "LTR" 154 "303"
"random" "All" 3562 "304"
"random" "SD" 3505 "304"
"random" "NoSD" 2791 "304"
"random" "LINE" 920 "304"
"random" "SINE" 226 "304"
"random" "DNA" 1189 "304"
"random" "LTR" 162 "304"
"random" "All" 3542 "305"
"random" "SD" 3479 "305"
"random" "NoSD" 2773 "305"
"random" "LINE" 920 "305"
"random" "SINE" 222 "305"
"random" "DNA" 1199 "305"
"random" "LTR" 161 "305"
"random" "All" 3536 "306"
"random" "SD" 3471 "306"
"random" "NoSD" 2811 "306"
"random" "LINE" 942 "306"
"random" "SINE" 237 "306"
"random" "DNA" 1207 "306"
"random" "LTR" 164 "306"
"random" "All" 3530 "307"
"random" "SD" 3457 "307"
"random" "NoSD" 2756 "307"
"random" "LINE" 953 "307"
"random" "SINE" 262 "307"
"random" "DNA" 1170 "307"
"random" "LTR" 165 "307"
"random" "All" 3584 "308"
"random" "SD" 3532 "308"
"random" "NoSD" 2809 "308"
"random" "LINE" 922 "308"
"random" "SINE" 240 "308"
"random" "DNA" 1235 "308"
"random" "LTR" 182 "308"
"random" "All" 3558 "309"
"random" "SD" 3491 "309"
"random" "NoSD" 2839 "309"
"random" "LINE" 928 "309"
"random" "SINE" 217 "309"
"random" "DNA" 1210 "309"
"random" "LTR" 192 "309"
"random" "All" 3550 "310"
"random" "SD" 3480 "310"
"random" "NoSD" 2791 "310"
"random" "LINE" 945 "310"
"random" "SINE" 217 "310"
"random" "DNA" 1165 "310"
"random" "LTR" 179 "310"
"random" "All" 3572 "311"
"random" "SD" 3504 "311"
"random" "NoSD" 2864 "311"
"random" "LINE" 934 "311"
"random" "SINE" 236 "311"
"random" "DNA" 1197 "311"
"random" "LTR" 163 "311"
"random" "All" 3544 "312"
"random" "SD" 3478 "312"
"random" "NoSD" 2790 "312"
"random" "LINE" 910 "312"
"random" "SINE" 224 "312"
"random" "DNA" 1182 "312"
"random" "LTR" 161 "312"
"random" "All" 3569 "313"
"random" "SD" 3500 "313"
"random" "NoSD" 2827 "313"
"random" "LINE" 979 "313"
"random" "SINE" 250 "313"
"random" "DNA" 1189 "313"
"random" "LTR" 156 "313"
"random" "All" 3582 "314"
"random" "SD" 3504 "314"
"random" "NoSD" 2815 "314"
"random" "LINE" 943 "314"
"random" "SINE" 245 "314"
"random" "DNA" 1196 "314"
"random" "LTR" 153 "314"
"random" "All" 3576 "315"
"random" "SD" 3499 "315"
"random" "NoSD" 2802 "315"
"random" "LINE" 923 "315"
"random" "SINE" 234 "315"
"random" "DNA" 1162 "315"
"random" "LTR" 160 "315"
"random" "All" 3550 "316"
"random" "SD" 3483 "316"
"random" "NoSD" 2770 "316"
"random" "LINE" 950 "316"
"random" "SINE" 224 "316"
"random" "DNA" 1163 "316"
"random" "LTR" 163 "316"
"random" "All" 3546 "317"
"random" "SD" 3476 "317"
"random" "NoSD" 2809 "317"
"random" "LINE" 934 "317"
"random" "SINE" 260 "317"
"random" "DNA" 1185 "317"
"random" "LTR" 176 "317"
"random" "All" 3559 "318"
"random" "SD" 3489 "318"
"random" "NoSD" 2754 "318"
"random" "LINE" 927 "318"
"random" "SINE" 221 "318"
"random" "DNA" 1120 "318"
"random" "LTR" 157 "318"
"random" "All" 3536 "319"
"random" "SD" 3470 "319"
"random" "NoSD" 2773 "319"
"random" "LINE" 936 "319"
"random" "SINE" 243 "319"
"random" "DNA" 1147 "319"
"random" "LTR" 143 "319"
"random" "All" 3546 "320"
"random" "SD" 3467 "320"
"random" "NoSD" 2787 "320"
"random" "LINE" 918 "320"
"random" "SINE" 206 "320"
"random" "DNA" 1240 "320"
"random" "LTR" 174 "320"
"random" "All" 3539 "321"
"random" "SD" 3486 "321"
"random" "NoSD" 2719 "321"
"random" "LINE" 924 "321"
"random" "SINE" 214 "321"
"random" "DNA" 1133 "321"
"random" "LTR" 147 "321"
"random" "All" 3542 "322"
"random" "SD" 3455 "322"
"random" "NoSD" 2741 "322"
"random" "LINE" 925 "322"
"random" "SINE" 225 "322"
"random" "DNA" 1176 "322"
"random" "LTR" 165 "322"
"random" "All" 3501 "323"
"random" "SD" 3441 "323"
"random" "NoSD" 2751 "323"
"random" "LINE" 876 "323"
"random" "SINE" 226 "323"
"random" "DNA" 1169 "323"
"random" "LTR" 177 "323"
"random" "All" 3555 "324"
"random" "SD" 3488 "324"
"random" "NoSD" 2829 "324"
"random" "LINE" 943 "324"
"random" "SINE" 206 "324"
"random" "DNA" 1194 "324"
"random" "LTR" 159 "324"
"random" "All" 3545 "325"
"random" "SD" 3486 "325"
"random" "NoSD" 2759 "325"
"random" "LINE" 919 "325"
"random" "SINE" 239 "325"
"random" "DNA" 1169 "325"
"random" "LTR" 141 "325"
"random" "All" 3533 "326"
"random" "SD" 3462 "326"
"random" "NoSD" 2809 "326"
"random" "LINE" 937 "326"
"random" "SINE" 231 "326"
"random" "DNA" 1177 "326"
"random" "LTR" 178 "326"
"random" "All" 3544 "327"
"random" "SD" 3473 "327"
"random" "NoSD" 2783 "327"
"random" "LINE" 959 "327"
"random" "SINE" 210 "327"
"random" "DNA" 1147 "327"
"random" "LTR" 155 "327"
"random" "All" 3532 "328"
"random" "SD" 3479 "328"
"random" "NoSD" 2797 "328"
"random" "LINE" 943 "328"
"random" "SINE" 247 "328"
"random" "DNA" 1175 "328"
"random" "LTR" 150 "328"
"random" "All" 3545 "329"
"random" "SD" 3468 "329"
"random" "NoSD" 2748 "329"
"random" "LINE" 937 "329"
"random" "SINE" 227 "329"
"random" "DNA" 1154 "329"
"random" "LTR" 150 "329"
"random" "All" 3567 "330"
"random" "SD" 3506 "330"
"random" "NoSD" 2857 "330"
"random" "LINE" 952 "330"
"random" "SINE" 233 "330"
"random" "DNA" 1205 "330"
"random" "LTR" 191 "330"
"random" "All" 3547 "331"
"random" "SD" 3475 "331"
"random" "NoSD" 2793 "331"
"random" "LINE" 942 "331"
"random" "SINE" 238 "331"
"random" "DNA" 1154 "331"
"random" "LTR" 163 "331"
"random" "All" 3559 "332"
"random" "SD" 3508 "332"
"random" "NoSD" 2813 "332"
"random" "LINE" 946 "332"
"random" "SINE" 223 "332"
"random" "DNA" 1195 "332"
"random" "LTR" 171 "332"
"random" "All" 3531 "333"
"random" "SD" 3465 "333"
"random" "NoSD" 2794 "333"
"random" "LINE" 980 "333"
"random" "SINE" 228 "333"
"random" "DNA" 1223 "333"
"random" "LTR" 153 "333"
"random" "All" 3575 "334"
"random" "SD" 3504 "334"
"random" "NoSD" 2797 "334"
"random" "LINE" 944 "334"
"random" "SINE" 243 "334"
"random" "DNA" 1208 "334"
"random" "LTR" 165 "334"
"random" "All" 3547 "335"
"random" "SD" 3480 "335"
"random" "NoSD" 2831 "335"
"random" "LINE" 924 "335"
"random" "SINE" 226 "335"
"random" "DNA" 1173 "335"
"random" "LTR" 176 "335"
"random" "All" 3525 "336"
"random" "SD" 3458 "336"
"random" "NoSD" 2806 "336"
"random" "LINE" 984 "336"
"random" "SINE" 245 "336"
"random" "DNA" 1231 "336"
"random" "LTR" 169 "336"
"random" "All" 3563 "337"
"random" "SD" 3507 "337"
"random" "NoSD" 2766 "337"
"random" "LINE" 909 "337"
"random" "SINE" 223 "337"
"random" "DNA" 1154 "337"
"random" "LTR" 142 "337"
"random" "All" 3491 "338"
"random" "SD" 3429 "338"
"random" "NoSD" 2730 "338"
"random" "LINE" 908 "338"
"random" "SINE" 221 "338"
"random" "DNA" 1169 "338"
"random" "LTR" 149 "338"
"random" "All" 3575 "339"
"random" "SD" 3520 "339"
"random" "NoSD" 2782 "339"
"random" "LINE" 931 "339"
"random" "SINE" 222 "339"
"random" "DNA" 1201 "339"
"random" "LTR" 186 "339"
"random" "All" 3540 "340"
"random" "SD" 3488 "340"
"random" "NoSD" 2759 "340"
"random" "LINE" 938 "340"
"random" "SINE" 230 "340"
"random" "DNA" 1189 "340"
"random" "LTR" 163 "340"
"random" "All" 3535 "341"
"random" "SD" 3459 "341"
"random" "NoSD" 2788 "341"
"random" "LINE" 906 "341"
"random" "SINE" 250 "341"
"random" "DNA" 1169 "341"
"random" "LTR" 172 "341"
"random" "All" 3544 "342"
"random" "SD" 3475 "342"
"random" "NoSD" 2796 "342"
"random" "LINE" 905 "342"
"random" "SINE" 240 "342"
"random" "DNA" 1212 "342"
"random" "LTR" 187 "342"
"random" "All" 3553 "343"
"random" "SD" 3494 "343"
"random" "NoSD" 2801 "343"
"random" "LINE" 919 "343"
"random" "SINE" 224 "343"
"random" "DNA" 1212 "343"
"random" "LTR" 147 "343"
"random" "All" 3536 "344"
"random" "SD" 3462 "344"
"random" "NoSD" 2738 "344"
"random" "LINE" 924 "344"
"random" "SINE" 230 "344"
"random" "DNA" 1171 "344"
"random" "LTR" 147 "344"
"random" "All" 3539 "345"
"random" "SD" 3459 "345"
"random" "NoSD" 2794 "345"
"random" "LINE" 969 "345"
"random" "SINE" 225 "345"
"random" "DNA" 1191 "345"
"random" "LTR" 144 "345"
"random" "All" 3562 "346"
"random" "SD" 3506 "346"
"random" "NoSD" 2768 "346"
"random" "LINE" 881 "346"
"random" "SINE" 241 "346"
"random" "DNA" 1203 "346"
"random" "LTR" 132 "346"
"random" "All" 3573 "347"
"random" "SD" 3497 "347"
"random" "NoSD" 2821 "347"
"random" "LINE" 945 "347"
"random" "SINE" 248 "347"
"random" "DNA" 1197 "347"
"random" "LTR" 156 "347"
"random" "All" 3525 "348"
"random" "SD" 3469 "348"
"random" "NoSD" 2771 "348"
"random" "LINE" 942 "348"
"random" "SINE" 246 "348"
"random" "DNA" 1179 "348"
"random" "LTR" 158 "348"
"random" "All" 3543 "349"
"random" "SD" 3467 "349"
"random" "NoSD" 2799 "349"
"random" "LINE" 955 "349"
"random" "SINE" 243 "349"
"random" "DNA" 1184 "349"
"random" "LTR" 169 "349"
"random" "All" 3563 "350"
"random" "SD" 3498 "350"
"random" "NoSD" 2804 "350"
"random" "LINE" 908 "350"
"random" "SINE" 235 "350"
"random" "DNA" 1254 "350"
"random" "LTR" 158 "350"
"random" "All" 3531 "351"
"random" "SD" 3461 "351"
"random" "NoSD" 2776 "351"
"random" "LINE" 943 "351"
"random" "SINE" 237 "351"
"random" "DNA" 1150 "351"
"random" "LTR" 169 "351"
"random" "All" 3555 "352"
"random" "SD" 3486 "352"
"random" "NoSD" 2759 "352"
"random" "LINE" 960 "352"
"random" "SINE" 241 "352"
"random" "DNA" 1160 "352"
"random" "LTR" 147 "352"
"random" "All" 3566 "353"
"random" "SD" 3492 "353"
"random" "NoSD" 2792 "353"
"random" "LINE" 951 "353"
"random" "SINE" 224 "353"
"random" "DNA" 1188 "353"
"random" "LTR" 136 "353"
"random" "All" 3577 "354"
"random" "SD" 3506 "354"
"random" "NoSD" 2778 "354"
"random" "LINE" 965 "354"
"random" "SINE" 253 "354"
"random" "DNA" 1150 "354"
"random" "LTR" 172 "354"
"random" "All" 3561 "355"
"random" "SD" 3494 "355"
"random" "NoSD" 2805 "355"
"random" "LINE" 926 "355"
"random" "SINE" 231 "355"
"random" "DNA" 1186 "355"
"random" "LTR" 171 "355"
"random" "All" 3579 "356"
"random" "SD" 3513 "356"
"random" "NoSD" 2812 "356"
"random" "LINE" 926 "356"
"random" "SINE" 238 "356"
"random" "DNA" 1142 "356"
"random" "LTR" 159 "356"
"random" "All" 3528 "357"
"random" "SD" 3475 "357"
"random" "NoSD" 2805 "357"
"random" "LINE" 940 "357"
"random" "SINE" 224 "357"
"random" "DNA" 1237 "357"
"random" "LTR" 166 "357"
"random" "All" 3538 "358"
"random" "SD" 3469 "358"
"random" "NoSD" 2785 "358"
"random" "LINE" 902 "358"
"random" "SINE" 234 "358"
"random" "DNA" 1231 "358"
"random" "LTR" 160 "358"
"random" "All" 3538 "359"
"random" "SD" 3485 "359"
"random" "NoSD" 2781 "359"
"random" "LINE" 940 "359"
"random" "SINE" 257 "359"
"random" "DNA" 1198 "359"
"random" "LTR" 141 "359"
"random" "All" 3556 "360"
"random" "SD" 3495 "360"
"random" "NoSD" 2774 "360"
"random" "LINE" 904 "360"
"random" "SINE" 234 "360"
"random" "DNA" 1181 "360"
"random" "LTR" 198 "360"
"random" "All" 3522 "361"
"random" "SD" 3462 "361"
"random" "NoSD" 2816 "361"
"random" "LINE" 890 "361"
"random" "SINE" 228 "361"
"random" "DNA" 1211 "361"
"random" "LTR" 144 "361"
"random" "All" 3514 "362"
"random" "SD" 3458 "362"
"random" "NoSD" 2822 "362"
"random" "LINE" 935 "362"
"random" "SINE" 241 "362"
"random" "DNA" 1199 "362"
"random" "LTR" 174 "362"
"random" "All" 3524 "363"
"random" "SD" 3452 "363"
"random" "NoSD" 2773 "363"
"random" "LINE" 895 "363"
"random" "SINE" 236 "363"
"random" "DNA" 1157 "363"
"random" "LTR" 152 "363"
"random" "All" 3551 "364"
"random" "SD" 3494 "364"
"random" "NoSD" 2767 "364"
"random" "LINE" 970 "364"
"random" "SINE" 233 "364"
"random" "DNA" 1175 "364"
"random" "LTR" 164 "364"
"random" "All" 3562 "365"
"random" "SD" 3500 "365"
"random" "NoSD" 2801 "365"
"random" "LINE" 913 "365"
"random" "SINE" 230 "365"
"random" "DNA" 1221 "365"
"random" "LTR" 159 "365"
"random" "All" 3566 "366"
"random" "SD" 3504 "366"
"random" "NoSD" 2791 "366"
"random" "LINE" 949 "366"
"random" "SINE" 242 "366"
"random" "DNA" 1185 "366"
"random" "LTR" 179 "366"
"random" "All" 3545 "367"
"random" "SD" 3489 "367"
"random" "NoSD" 2759 "367"
"random" "LINE" 912 "367"
"random" "SINE" 227 "367"
"random" "DNA" 1174 "367"
"random" "LTR" 132 "367"
"random" "All" 3562 "368"
"random" "SD" 3496 "368"
"random" "NoSD" 2756 "368"
"random" "LINE" 978 "368"
"random" "SINE" 220 "368"
"random" "DNA" 1168 "368"
"random" "LTR" 168 "368"
"random" "All" 3572 "369"
"random" "SD" 3508 "369"
"random" "NoSD" 2791 "369"
"random" "LINE" 911 "369"
"random" "SINE" 212 "369"
"random" "DNA" 1203 "369"
"random" "LTR" 164 "369"
"random" "All" 3528 "370"
"random" "SD" 3465 "370"
"random" "NoSD" 2749 "370"
"random" "LINE" 890 "370"
"random" "SINE" 222 "370"
"random" "DNA" 1145 "370"
"random" "LTR" 148 "370"
"random" "All" 3550 "371"
"random" "SD" 3487 "371"
"random" "NoSD" 2834 "371"
"random" "LINE" 958 "371"
"random" "SINE" 238 "371"
"random" "DNA" 1168 "371"
"random" "LTR" 166 "371"
"random" "All" 3537 "372"
"random" "SD" 3464 "372"
"random" "NoSD" 2816 "372"
"random" "LINE" 949 "372"
"random" "SINE" 255 "372"
"random" "DNA" 1190 "372"
"random" "LTR" 161 "372"
"random" "All" 3536 "373"
"random" "SD" 3467 "373"
"random" "NoSD" 2787 "373"
"random" "LINE" 904 "373"
"random" "SINE" 219 "373"
"random" "DNA" 1126 "373"
"random" "LTR" 159 "373"
"random" "All" 3560 "374"
"random" "SD" 3493 "374"
"random" "NoSD" 2794 "374"
"random" "LINE" 935 "374"
"random" "SINE" 220 "374"
"random" "DNA" 1165 "374"
"random" "LTR" 181 "374"
"random" "All" 3539 "375"
"random" "SD" 3478 "375"
"random" "NoSD" 2793 "375"
"random" "LINE" 927 "375"
"random" "SINE" 220 "375"
"random" "DNA" 1202 "375"
"random" "LTR" 149 "375"
"random" "All" 3537 "376"
"random" "SD" 3474 "376"
"random" "NoSD" 2815 "376"
"random" "LINE" 925 "376"
"random" "SINE" 223 "376"
"random" "DNA" 1157 "376"
"random" "LTR" 145 "376"
"random" "All" 3592 "377"
"random" "SD" 3525 "377"
"random" "NoSD" 2825 "377"
"random" "LINE" 963 "377"
"random" "SINE" 250 "377"
"random" "DNA" 1176 "377"
"random" "LTR" 164 "377"
"random" "All" 3575 "378"
"random" "SD" 3522 "378"
"random" "NoSD" 2789 "378"
"random" "LINE" 887 "378"
"random" "SINE" 227 "378"
"random" "DNA" 1203 "378"
"random" "LTR" 163 "378"
"random" "All" 3543 "379"
"random" "SD" 3465 "379"
"random" "NoSD" 2745 "379"
"random" "LINE" 951 "379"
"random" "SINE" 221 "379"
"random" "DNA" 1155 "379"
"random" "LTR" 175 "379"
"random" "All" 3540 "380"
"random" "SD" 3466 "380"
"random" "NoSD" 2796 "380"
"random" "LINE" 901 "380"
"random" "SINE" 229 "380"
"random" "DNA" 1179 "380"
"random" "LTR" 172 "380"
"random" "All" 3548 "381"
"random" "SD" 3474 "381"
"random" "NoSD" 2803 "381"
"random" "LINE" 944 "381"
"random" "SINE" 247 "381"
"random" "DNA" 1178 "381"
"random" "LTR" 173 "381"
"random" "All" 3573 "382"
"random" "SD" 3494 "382"
"random" "NoSD" 2856 "382"
"random" "LINE" 932 "382"
"random" "SINE" 232 "382"
"random" "DNA" 1213 "382"
"random" "LTR" 159 "382"
"random" "All" 3590 "383"
"random" "SD" 3523 "383"
"random" "NoSD" 2773 "383"
"random" "LINE" 905 "383"
"random" "SINE" 216 "383"
"random" "DNA" 1179 "383"
"random" "LTR" 147 "383"
"random" "All" 3546 "384"
