"condition" "typerepeat" "nb_of_sv" "runocc"
"random" "DNA" 1228 "502"
"random" "LTR" 162 "502"
"random" "All" 3527 "503"
"random" "SD" 3462 "503"
"random" "NoSD" 2745 "503"
"random" "LINE" 936 "503"
"random" "SINE" 248 "503"
"random" "DNA" 1165 "503"
"random" "LTR" 157 "503"
"random" "All" 3537 "504"
"random" "SD" 3465 "504"
"random" "NoSD" 2793 "504"
"random" "LINE" 937 "504"
"random" "SINE" 258 "504"
"random" "DNA" 1214 "504"
"random" "LTR" 155 "504"
"random" "All" 3549 "505"
"random" "SD" 3481 "505"
"random" "NoSD" 2808 "505"
"random" "LINE" 919 "505"
"random" "SINE" 231 "505"
"random" "DNA" 1203 "505"
"random" "LTR" 182 "505"
"random" "All" 3547 "506"
"random" "SD" 3474 "506"
"random" "NoSD" 2792 "506"
"random" "LINE" 924 "506"
"random" "SINE" 241 "506"
"random" "DNA" 1216 "506"
"random" "LTR" 150 "506"
"random" "All" 3593 "507"
"random" "SD" 3522 "507"
"random" "NoSD" 2768 "507"
"random" "LINE" 999 "507"
"random" "SINE" 257 "507"
"random" "DNA" 1216 "507"
"random" "LTR" 164 "507"
"random" "All" 3564 "508"
"random" "SD" 3500 "508"
"random" "NoSD" 2764 "508"
"random" "LINE" 919 "508"
"random" "SINE" 210 "508"
"random" "DNA" 1153 "508"
"random" "LTR" 159 "508"
"random" "All" 3542 "509"
"random" "SD" 3472 "509"
"random" "NoSD" 2822 "509"
"random" "LINE" 921 "509"
"random" "SINE" 210 "509"
"random" "DNA" 1208 "509"
"random" "LTR" 180 "509"
"random" "All" 3535 "510"
"random" "SD" 3462 "510"
"random" "NoSD" 2762 "510"
"random" "LINE" 941 "510"
"random" "SINE" 239 "510"
"random" "DNA" 1187 "510"
"random" "LTR" 161 "510"
"random" "All" 3550 "511"
"random" "SD" 3489 "511"
"random" "NoSD" 2760 "511"
"random" "LINE" 916 "511"
"random" "SINE" 232 "511"
"random" "DNA" 1178 "511"
"random" "LTR" 167 "511"
"random" "All" 3544 "512"
"random" "SD" 3487 "512"
"random" "NoSD" 2743 "512"
"random" "LINE" 941 "512"
"random" "SINE" 223 "512"
"random" "DNA" 1159 "512"
"random" "LTR" 151 "512"
"random" "All" 3552 "513"
"random" "SD" 3492 "513"
"random" "NoSD" 2789 "513"
"random" "LINE" 945 "513"
"random" "SINE" 253 "513"
"random" "DNA" 1181 "513"
"random" "LTR" 147 "513"
"random" "All" 3527 "514"
"random" "SD" 3466 "514"
"random" "NoSD" 2802 "514"
"random" "LINE" 952 "514"
"random" "SINE" 246 "514"
"random" "DNA" 1209 "514"
"random" "LTR" 150 "514"
"random" "All" 3573 "515"
"random" "SD" 3510 "515"
"random" "NoSD" 2763 "515"
"random" "LINE" 960 "515"
"random" "SINE" 246 "515"
"random" "DNA" 1172 "515"
"random" "LTR" 168 "515"
"random" "All" 3550 "516"
"random" "SD" 3482 "516"
"random" "NoSD" 2761 "516"
"random" "LINE" 926 "516"
"random" "SINE" 244 "516"
"random" "DNA" 1130 "516"
"random" "LTR" 181 "516"
"random" "All" 3525 "517"
"random" "SD" 3445 "517"
"random" "NoSD" 2771 "517"
"random" "LINE" 933 "517"
"random" "SINE" 227 "517"
"random" "DNA" 1189 "517"
"random" "LTR" 155 "517"
"random" "All" 3549 "518"
"random" "SD" 3479 "518"
"random" "NoSD" 2791 "518"
"random" "LINE" 912 "518"
"random" "SINE" 232 "518"
"random" "DNA" 1184 "518"
"random" "LTR" 173 "518"
"random" "All" 3584 "519"
"random" "SD" 3520 "519"
"random" "NoSD" 2835 "519"
"random" "LINE" 942 "519"
"random" "SINE" 241 "519"
"random" "DNA" 1216 "519"
"random" "LTR" 156 "519"
"random" "All" 3524 "520"
"random" "SD" 3454 "520"
"random" "NoSD" 2771 "520"
"random" "LINE" 918 "520"
"random" "SINE" 232 "520"
"random" "DNA" 1192 "520"
"random" "LTR" 137 "520"
"random" "All" 3553 "521"
"random" "SD" 3481 "521"
"random" "NoSD" 2784 "521"
"random" "LINE" 891 "521"
"random" "SINE" 228 "521"
"random" "DNA" 1186 "521"
"random" "LTR" 177 "521"
"random" "All" 3533 "522"
"random" "SD" 3462 "522"
"random" "NoSD" 2782 "522"
"random" "LINE" 871 "522"
"random" "SINE" 213 "522"
"random" "DNA" 1172 "522"
"random" "LTR" 158 "522"
"random" "All" 3565 "523"
"random" "SD" 3500 "523"
"random" "NoSD" 2788 "523"
"random" "LINE" 973 "523"
"random" "SINE" 232 "523"
"random" "DNA" 1163 "523"
"random" "LTR" 172 "523"
"random" "All" 3563 "524"
"random" "SD" 3499 "524"
"random" "NoSD" 2786 "524"
"random" "LINE" 918 "524"
"random" "SINE" 217 "524"
"random" "DNA" 1177 "524"
"random" "LTR" 170 "524"
"random" "All" 3567 "525"
"random" "SD" 3498 "525"
"random" "NoSD" 2836 "525"
"random" "LINE" 943 "525"
"random" "SINE" 225 "525"
"random" "DNA" 1166 "525"
"random" "LTR" 159 "525"
"random" "All" 3507 "526"
"random" "SD" 3441 "526"
"random" "NoSD" 2712 "526"
"random" "LINE" 930 "526"
"random" "SINE" 235 "526"
"random" "DNA" 1129 "526"
"random" "LTR" 161 "526"
"random" "All" 3564 "527"
"random" "SD" 3491 "527"
"random" "NoSD" 2787 "527"
"random" "LINE" 979 "527"
"random" "SINE" 232 "527"
"random" "DNA" 1198 "527"
"random" "LTR" 170 "527"
"random" "All" 3562 "528"
"random" "SD" 3490 "528"
"random" "NoSD" 2763 "528"
"random" "LINE" 913 "528"
"random" "SINE" 223 "528"
"random" "DNA" 1196 "528"
"random" "LTR" 167 "528"
"random" "All" 3531 "529"
"random" "SD" 3457 "529"
"random" "NoSD" 2788 "529"
"random" "LINE" 949 "529"
"random" "SINE" 250 "529"
"random" "DNA" 1199 "529"
"random" "LTR" 163 "529"
"random" "All" 3553 "530"
"random" "SD" 3484 "530"
"random" "NoSD" 2812 "530"
"random" "LINE" 899 "530"
"random" "SINE" 211 "530"
"random" "DNA" 1176 "530"
"random" "LTR" 168 "530"
"random" "All" 3563 "531"
"random" "SD" 3504 "531"
"random" "NoSD" 2796 "531"
"random" "LINE" 937 "531"
"random" "SINE" 230 "531"
"random" "DNA" 1153 "531"
"random" "LTR" 153 "531"
"random" "All" 3583 "532"
"random" "SD" 3516 "532"
"random" "NoSD" 2798 "532"
"random" "LINE" 895 "532"
"random" "SINE" 211 "532"
"random" "DNA" 1153 "532"
"random" "LTR" 176 "532"
"random" "All" 3585 "533"
"random" "SD" 3523 "533"
"random" "NoSD" 2835 "533"
"random" "LINE" 948 "533"
"random" "SINE" 239 "533"
"random" "DNA" 1198 "533"
"random" "LTR" 180 "533"
"random" "All" 3590 "534"
"random" "SD" 3524 "534"
"random" "NoSD" 2837 "534"
"random" "LINE" 944 "534"
"random" "SINE" 219 "534"
"random" "DNA" 1202 "534"
"random" "LTR" 173 "534"
"random" "All" 3571 "535"
"random" "SD" 3519 "535"
"random" "NoSD" 2817 "535"
"random" "LINE" 940 "535"
"random" "SINE" 214 "535"
"random" "DNA" 1224 "535"
"random" "LTR" 155 "535"
"random" "All" 3568 "536"
"random" "SD" 3505 "536"
"random" "NoSD" 2802 "536"
"random" "LINE" 916 "536"
"random" "SINE" 196 "536"
"random" "DNA" 1183 "536"
"random" "LTR" 131 "536"
"random" "All" 3545 "537"
"random" "SD" 3458 "537"
"random" "NoSD" 2768 "537"
"random" "LINE" 952 "537"
"random" "SINE" 234 "537"
"random" "DNA" 1161 "537"
"random" "LTR" 158 "537"
"random" "All" 3505 "538"
"random" "SD" 3439 "538"
"random" "NoSD" 2780 "538"
"random" "LINE" 925 "538"
"random" "SINE" 230 "538"
"random" "DNA" 1193 "538"
"random" "LTR" 168 "538"
"random" "All" 3552 "539"
"random" "SD" 3479 "539"
"random" "NoSD" 2745 "539"
"random" "LINE" 928 "539"
"random" "SINE" 225 "539"
"random" "DNA" 1124 "539"
"random" "LTR" 170 "539"
"random" "All" 3543 "540"
"random" "SD" 3469 "540"
"random" "NoSD" 2787 "540"
"random" "LINE" 942 "540"
"random" "SINE" 219 "540"
"random" "DNA" 1206 "540"
"random" "LTR" 179 "540"
"random" "All" 3570 "541"
"random" "SD" 3490 "541"
"random" "NoSD" 2806 "541"
"random" "LINE" 967 "541"
"random" "SINE" 239 "541"
"random" "DNA" 1201 "541"
"random" "LTR" 176 "541"
"random" "All" 3551 "542"
"random" "SD" 3495 "542"
"random" "NoSD" 2808 "542"
"random" "LINE" 959 "542"
"random" "SINE" 228 "542"
"random" "DNA" 1197 "542"
"random" "LTR" 175 "542"
"random" "All" 3557 "543"
"random" "SD" 3493 "543"
"random" "NoSD" 2797 "543"
"random" "LINE" 924 "543"
"random" "SINE" 222 "543"
"random" "DNA" 1177 "543"
"random" "LTR" 159 "543"
"random" "All" 3510 "544"
"random" "SD" 3441 "544"
"random" "NoSD" 2791 "544"
"random" "LINE" 936 "544"
"random" "SINE" 224 "544"
"random" "DNA" 1201 "544"
"random" "LTR" 176 "544"
"random" "All" 3541 "545"
"random" "SD" 3481 "545"
"random" "NoSD" 2780 "545"
"random" "LINE" 921 "545"
"random" "SINE" 240 "545"
"random" "DNA" 1181 "545"
"random" "LTR" 169 "545"
"random" "All" 3545 "546"
"random" "SD" 3489 "546"
"random" "NoSD" 2765 "546"
"random" "LINE" 891 "546"
"random" "SINE" 204 "546"
"random" "DNA" 1146 "546"
"random" "LTR" 171 "546"
"random" "All" 3519 "547"
"random" "SD" 3460 "547"
"random" "NoSD" 2794 "547"
"random" "LINE" 937 "547"
"random" "SINE" 212 "547"
"random" "DNA" 1170 "547"
"random" "LTR" 140 "547"
"random" "All" 3570 "548"
"random" "SD" 3492 "548"
"random" "NoSD" 2784 "548"
"random" "LINE" 957 "548"
"random" "SINE" 222 "548"
"random" "DNA" 1161 "548"
"random" "LTR" 179 "548"
"random" "All" 3569 "549"
"random" "SD" 3495 "549"
"random" "NoSD" 2816 "549"
"random" "LINE" 905 "549"
"random" "SINE" 233 "549"
"random" "DNA" 1198 "549"
"random" "LTR" 148 "549"
"random" "All" 3555 "550"
"random" "SD" 3488 "550"
"random" "NoSD" 2862 "550"
"random" "LINE" 946 "550"
"random" "SINE" 223 "550"
"random" "DNA" 1184 "550"
"random" "LTR" 176 "550"
"random" "All" 3530 "551"
"random" "SD" 3456 "551"
"random" "NoSD" 2786 "551"
"random" "LINE" 903 "551"
"random" "SINE" 257 "551"
"random" "DNA" 1164 "551"
"random" "LTR" 166 "551"
"random" "All" 3541 "552"
"random" "SD" 3483 "552"
"random" "NoSD" 2792 "552"
"random" "LINE" 941 "552"
"random" "SINE" 233 "552"
"random" "DNA" 1194 "552"
"random" "LTR" 153 "552"
"random" "All" 3558 "553"
"random" "SD" 3497 "553"
"random" "NoSD" 2769 "553"
"random" "LINE" 890 "553"
"random" "SINE" 226 "553"
"random" "DNA" 1207 "553"
"random" "LTR" 139 "553"
"random" "All" 3535 "554"
"random" "SD" 3468 "554"
"random" "NoSD" 2778 "554"
"random" "LINE" 923 "554"
"random" "SINE" 198 "554"
"random" "DNA" 1141 "554"
"random" "LTR" 171 "554"
"random" "All" 3536 "555"
"random" "SD" 3465 "555"
"random" "NoSD" 2738 "555"
"random" "LINE" 915 "555"
"random" "SINE" 263 "555"
"random" "DNA" 1196 "555"
"random" "LTR" 174 "555"
"random" "All" 3544 "556"
"random" "SD" 3478 "556"
"random" "NoSD" 2766 "556"
"random" "LINE" 927 "556"
"random" "SINE" 214 "556"
"random" "DNA" 1190 "556"
"random" "LTR" 165 "556"
"random" "All" 3538 "557"
"random" "SD" 3480 "557"
"random" "NoSD" 2784 "557"
"random" "LINE" 912 "557"
"random" "SINE" 227 "557"
"random" "DNA" 1193 "557"
"random" "LTR" 170 "557"
"random" "All" 3566 "558"
"random" "SD" 3494 "558"
"random" "NoSD" 2787 "558"
"random" "LINE" 958 "558"
"random" "SINE" 231 "558"
"random" "DNA" 1200 "558"
"random" "LTR" 170 "558"
"random" "All" 3565 "559"
"random" "SD" 3501 "559"
"random" "NoSD" 2794 "559"
"random" "LINE" 916 "559"
"random" "SINE" 226 "559"
"random" "DNA" 1122 "559"
"random" "LTR" 193 "559"
"random" "All" 3597 "560"
"random" "SD" 3530 "560"
"random" "NoSD" 2810 "560"
"random" "LINE" 951 "560"
"random" "SINE" 227 "560"
"random" "DNA" 1201 "560"
"random" "LTR" 165 "560"
"random" "All" 3543 "561"
"random" "SD" 3479 "561"
"random" "NoSD" 2795 "561"
"random" "LINE" 893 "561"
"random" "SINE" 217 "561"
"random" "DNA" 1215 "561"
"random" "LTR" 177 "561"
"random" "All" 3548 "562"
"random" "SD" 3495 "562"
"random" "NoSD" 2859 "562"
"random" "LINE" 945 "562"
"random" "SINE" 237 "562"
"random" "DNA" 1195 "562"
"random" "LTR" 168 "562"
"random" "All" 3570 "563"
"random" "SD" 3503 "563"
"random" "NoSD" 2841 "563"
"random" "LINE" 927 "563"
"random" "SINE" 221 "563"
"random" "DNA" 1221 "563"
"random" "LTR" 162 "563"
"random" "All" 3566 "564"
"random" "SD" 3501 "564"
"random" "NoSD" 2824 "564"
"random" "LINE" 923 "564"
"random" "SINE" 230 "564"
"random" "DNA" 1216 "564"
"random" "LTR" 135 "564"
"random" "All" 3556 "565"
"random" "SD" 3473 "565"
"random" "NoSD" 2802 "565"
"random" "LINE" 947 "565"
"random" "SINE" 235 "565"
"random" "DNA" 1137 "565"
"random" "LTR" 177 "565"
"random" "All" 3555 "566"
"random" "SD" 3487 "566"
"random" "NoSD" 2765 "566"
"random" "LINE" 940 "566"
"random" "SINE" 261 "566"
"random" "DNA" 1145 "566"
"random" "LTR" 145 "566"
"random" "All" 3550 "567"
"random" "SD" 3500 "567"
"random" "NoSD" 2743 "567"
"random" "LINE" 893 "567"
"random" "SINE" 239 "567"
"random" "DNA" 1159 "567"
"random" "LTR" 163 "567"
"random" "All" 3540 "568"
"random" "SD" 3472 "568"
"random" "NoSD" 2770 "568"
"random" "LINE" 938 "568"
"random" "SINE" 232 "568"
"random" "DNA" 1164 "568"
"random" "LTR" 180 "568"
"random" "All" 3565 "569"
"random" "SD" 3492 "569"
"random" "NoSD" 2815 "569"
"random" "LINE" 956 "569"
"random" "SINE" 212 "569"
"random" "DNA" 1206 "569"
"random" "LTR" 168 "569"
"random" "All" 3523 "570"
"random" "SD" 3468 "570"
"random" "NoSD" 2795 "570"
"random" "LINE" 971 "570"
"random" "SINE" 261 "570"
"random" "DNA" 1157 "570"
"random" "LTR" 161 "570"
"random" "All" 3529 "571"
"random" "SD" 3470 "571"
"random" "NoSD" 2777 "571"
"random" "LINE" 914 "571"
"random" "SINE" 215 "571"
"random" "DNA" 1209 "571"
"random" "LTR" 157 "571"
"random" "All" 3544 "572"
"random" "SD" 3472 "572"
"random" "NoSD" 2789 "572"
"random" "LINE" 943 "572"
"random" "SINE" 235 "572"
"random" "DNA" 1207 "572"
"random" "LTR" 170 "572"
"random" "All" 3519 "573"
"random" "SD" 3458 "573"
"random" "NoSD" 2732 "573"
"random" "LINE" 914 "573"
"random" "SINE" 213 "573"
"random" "DNA" 1167 "573"
"random" "LTR" 151 "573"
"random" "All" 3537 "574"
"random" "SD" 3473 "574"
"random" "NoSD" 2798 "574"
"random" "LINE" 953 "574"
"random" "SINE" 263 "574"
"random" "DNA" 1174 "574"
"random" "LTR" 152 "574"
"random" "All" 3534 "575"
"random" "SD" 3460 "575"
"random" "NoSD" 2780 "575"
"random" "LINE" 968 "575"
"random" "SINE" 242 "575"
"random" "DNA" 1154 "575"
"random" "LTR" 180 "575"
"random" "All" 3531 "576"
"random" "SD" 3466 "576"
"random" "NoSD" 2781 "576"
"random" "LINE" 920 "576"
"random" "SINE" 246 "576"
"random" "DNA" 1151 "576"
"random" "LTR" 153 "576"
"random" "All" 3537 "577"
"random" "SD" 3475 "577"
"random" "NoSD" 2767 "577"
"random" "LINE" 943 "577"
"random" "SINE" 234 "577"
"random" "DNA" 1118 "577"
"random" "LTR" 148 "577"
"random" "All" 3539 "578"
"random" "SD" 3483 "578"
"random" "NoSD" 2747 "578"
"random" "LINE" 944 "578"
"random" "SINE" 230 "578"
"random" "DNA" 1144 "578"
"random" "LTR" 143 "578"
"random" "All" 3546 "579"
"random" "SD" 3484 "579"
"random" "NoSD" 2817 "579"
"random" "LINE" 953 "579"
"random" "SINE" 216 "579"
"random" "DNA" 1209 "579"
"random" "LTR" 178 "579"
"random" "All" 3573 "580"
"random" "SD" 3498 "580"
"random" "NoSD" 2811 "580"
"random" "LINE" 957 "580"
"random" "SINE" 219 "580"
"random" "DNA" 1193 "580"
"random" "LTR" 160 "580"
"random" "All" 3576 "581"
"random" "SD" 3516 "581"
"random" "NoSD" 2860 "581"
"random" "LINE" 975 "581"
"random" "SINE" 237 "581"
"random" "DNA" 1216 "581"
"random" "LTR" 167 "581"
"random" "All" 3549 "582"
"random" "SD" 3478 "582"
"random" "NoSD" 2790 "582"
"random" "LINE" 924 "582"
"random" "SINE" 218 "582"
"random" "DNA" 1153 "582"
"random" "LTR" 146 "582"
"random" "All" 3564 "583"
"random" "SD" 3501 "583"
"random" "NoSD" 2807 "583"
"random" "LINE" 976 "583"
"random" "SINE" 238 "583"
"random" "DNA" 1163 "583"
"random" "LTR" 165 "583"
"random" "All" 3555 "584"
"random" "SD" 3486 "584"
"random" "NoSD" 2769 "584"
"random" "LINE" 911 "584"
"random" "SINE" 216 "584"
"random" "DNA" 1197 "584"
"random" "LTR" 159 "584"
"random" "All" 3544 "585"
"random" "SD" 3484 "585"
"random" "NoSD" 2774 "585"
"random" "LINE" 926 "585"
"random" "SINE" 233 "585"
"random" "DNA" 1180 "585"
"random" "LTR" 142 "585"
"random" "All" 3533 "586"
"random" "SD" 3472 "586"
"random" "NoSD" 2759 "586"
"random" "LINE" 953 "586"
"random" "SINE" 236 "586"
"random" "DNA" 1183 "586"
"random" "LTR" 172 "586"
"random" "All" 3551 "587"
"random" "SD" 3497 "587"
"random" "NoSD" 2774 "587"
"random" "LINE" 956 "587"
"random" "SINE" 209 "587"
"random" "DNA" 1175 "587"
"random" "LTR" 162 "587"
"random" "All" 3542 "588"
"random" "SD" 3474 "588"
"random" "NoSD" 2790 "588"
"random" "LINE" 946 "588"
"random" "SINE" 233 "588"
"random" "DNA" 1176 "588"
"random" "LTR" 156 "588"
"random" "All" 3525 "589"
"random" "SD" 3458 "589"
"random" "NoSD" 2771 "589"
"random" "LINE" 887 "589"
"random" "SINE" 221 "589"
"random" "DNA" 1185 "589"
"random" "LTR" 184 "589"
"random" "All" 3554 "590"
"random" "SD" 3489 "590"
"random" "NoSD" 2795 "590"
"random" "LINE" 936 "590"
"random" "SINE" 235 "590"
"random" "DNA" 1151 "590"
"random" "LTR" 202 "590"
"random" "All" 3522 "591"
"random" "SD" 3463 "591"
"random" "NoSD" 2737 "591"
"random" "LINE" 963 "591"
"random" "SINE" 233 "591"
"random" "DNA" 1148 "591"
"random" "LTR" 160 "591"
"random" "All" 3535 "592"
"random" "SD" 3483 "592"
"random" "NoSD" 2793 "592"
"random" "LINE" 934 "592"
"random" "SINE" 226 "592"
"random" "DNA" 1218 "592"
"random" "LTR" 175 "592"
"random" "All" 3527 "593"
"random" "SD" 3470 "593"
"random" "NoSD" 2777 "593"
"random" "LINE" 905 "593"
"random" "SINE" 223 "593"
"random" "DNA" 1189 "593"
"random" "LTR" 159 "593"
"random" "All" 3542 "594"
"random" "SD" 3481 "594"
"random" "NoSD" 2820 "594"
"random" "LINE" 948 "594"
"random" "SINE" 230 "594"
"random" "DNA" 1211 "594"
"random" "LTR" 196 "594"
"random" "All" 3556 "595"
"random" "SD" 3505 "595"
"random" "NoSD" 2821 "595"
"random" "LINE" 956 "595"
"random" "SINE" 239 "595"
"random" "DNA" 1208 "595"
"random" "LTR" 156 "595"
"random" "All" 3533 "596"
"random" "SD" 3483 "596"
"random" "NoSD" 2752 "596"
"random" "LINE" 897 "596"
"random" "SINE" 246 "596"
"random" "DNA" 1164 "596"
"random" "LTR" 149 "596"
"random" "All" 3529 "597"
"random" "SD" 3470 "597"
"random" "NoSD" 2771 "597"
"random" "LINE" 918 "597"
"random" "SINE" 217 "597"
"random" "DNA" 1204 "597"
"random" "LTR" 181 "597"
"random" "All" 3552 "598"
"random" "SD" 3482 "598"
"random" "NoSD" 2832 "598"
"random" "LINE" 1002 "598"
"random" "SINE" 239 "598"
"random" "DNA" 1177 "598"
"random" "LTR" 163 "598"
"random" "All" 3550 "599"
"random" "SD" 3481 "599"
"random" "NoSD" 2804 "599"
"random" "LINE" 946 "599"
"random" "SINE" 250 "599"
"random" "DNA" 1172 "599"
"random" "LTR" 143 "599"
"random" "All" 3564 "600"
"random" "SD" 3504 "600"
"random" "NoSD" 2834 "600"
"random" "LINE" 929 "600"
"random" "SINE" 235 "600"
"random" "DNA" 1177 "600"
"random" "LTR" 170 "600"
"random" "All" 3543 "601"
"random" "SD" 3462 "601"
"random" "NoSD" 2774 "601"
"random" "LINE" 933 "601"
"random" "SINE" 240 "601"
"random" "DNA" 1174 "601"
"random" "LTR" 169 "601"
"random" "All" 3563 "602"
"random" "SD" 3492 "602"
"random" "NoSD" 2775 "602"
"random" "LINE" 937 "602"
"random" "SINE" 269 "602"
"random" "DNA" 1146 "602"
"random" "LTR" 162 "602"
"random" "All" 3548 "603"
"random" "SD" 3471 "603"
"random" "NoSD" 2778 "603"
"random" "LINE" 893 "603"
"random" "SINE" 240 "603"
"random" "DNA" 1164 "603"
"random" "LTR" 167 "603"
"random" "All" 3552 "604"
"random" "SD" 3488 "604"
"random" "NoSD" 2777 "604"
"random" "LINE" 936 "604"
"random" "SINE" 241 "604"
"random" "DNA" 1144 "604"
"random" "LTR" 165 "604"
"random" "All" 3561 "605"
"random" "SD" 3505 "605"
"random" "NoSD" 2757 "605"
"random" "LINE" 950 "605"
"random" "SINE" 229 "605"
"random" "DNA" 1202 "605"
"random" "LTR" 166 "605"
"random" "All" 3528 "606"
"random" "SD" 3477 "606"
"random" "NoSD" 2732 "606"
"random" "LINE" 936 "606"
"random" "SINE" 232 "606"
"random" "DNA" 1158 "606"
"random" "LTR" 149 "606"
"random" "All" 3550 "607"
"random" "SD" 3496 "607"
"random" "NoSD" 2807 "607"
"random" "LINE" 935 "607"
"random" "SINE" 239 "607"
"random" "DNA" 1184 "607"
"random" "LTR" 164 "607"
"random" "All" 3539 "608"
"random" "SD" 3484 "608"
"random" "NoSD" 2751 "608"
"random" "LINE" 893 "608"
"random" "SINE" 220 "608"
"random" "DNA" 1182 "608"
"random" "LTR" 168 "608"
"random" "All" 3572 "609"
"random" "SD" 3512 "609"
"random" "NoSD" 2818 "609"
"random" "LINE" 924 "609"
"random" "SINE" 243 "609"
"random" "DNA" 1163 "609"
"random" "LTR" 173 "609"
"random" "All" 3518 "610"
"random" "SD" 3460 "610"
"random" "NoSD" 2754 "610"
"random" "LINE" 932 "610"
"random" "SINE" 223 "610"
"random" "DNA" 1145 "610"
"random" "LTR" 163 "610"
"random" "All" 3541 "611"
"random" "SD" 3467 "611"
"random" "NoSD" 2765 "611"
"random" "LINE" 899 "611"
"random" "SINE" 217 "611"
"random" "DNA" 1188 "611"
"random" "LTR" 151 "611"
"random" "All" 3582 "612"
"random" "SD" 3521 "612"
"random" "NoSD" 2817 "612"
"random" "LINE" 994 "612"
"random" "SINE" 240 "612"
"random" "DNA" 1179 "612"
"random" "LTR" 174 "612"
"random" "All" 3578 "613"
"random" "SD" 3518 "613"
"random" "NoSD" 2808 "613"
"random" "LINE" 929 "613"
"random" "SINE" 215 "613"
"random" "DNA" 1149 "613"
"random" "LTR" 151 "613"
"random" "All" 3543 "614"
"random" "SD" 3487 "614"
"random" "NoSD" 2759 "614"
"random" "LINE" 920 "614"
"random" "SINE" 222 "614"
"random" "DNA" 1187 "614"
"random" "LTR" 137 "614"
"random" "All" 3536 "615"
"random" "SD" 3467 "615"
"random" "NoSD" 2782 "615"
"random" "LINE" 956 "615"
"random" "SINE" 245 "615"
"random" "DNA" 1188 "615"
"random" "LTR" 180 "615"
"random" "All" 3565 "616"
"random" "SD" 3488 "616"
"random" "NoSD" 2849 "616"
"random" "LINE" 977 "616"
"random" "SINE" 223 "616"
"random" "DNA" 1191 "616"
"random" "LTR" 180 "616"
"random" "All" 3513 "617"
"random" "SD" 3458 "617"
"random" "NoSD" 2754 "617"
"random" "LINE" 943 "617"
"random" "SINE" 254 "617"
"random" "DNA" 1170 "617"
"random" "LTR" 152 "617"
"random" "All" 3555 "618"
"random" "SD" 3495 "618"
"random" "NoSD" 2797 "618"
"random" "LINE" 899 "618"
"random" "SINE" 220 "618"
"random" "DNA" 1212 "618"
"random" "LTR" 170 "618"
"random" "All" 3533 "619"
"random" "SD" 3473 "619"
"random" "NoSD" 2757 "619"
"random" "LINE" 919 "619"
"random" "SINE" 240 "619"
"random" "DNA" 1195 "619"
"random" "LTR" 156 "619"
"random" "All" 3562 "620"
"random" "SD" 3498 "620"
"random" "NoSD" 2775 "620"
"random" "LINE" 940 "620"
"random" "SINE" 251 "620"
"random" "DNA" 1177 "620"
"random" "LTR" 146 "620"
"random" "All" 3561 "621"
"random" "SD" 3496 "621"
"random" "NoSD" 2824 "621"
"random" "LINE" 950 "621"
"random" "SINE" 209 "621"
"random" "DNA" 1173 "621"
"random" "LTR" 159 "621"
"random" "All" 3560 "622"
"random" "SD" 3491 "622"
"random" "NoSD" 2796 "622"
"random" "LINE" 952 "622"
"random" "SINE" 252 "622"
"random" "DNA" 1165 "622"
"random" "LTR" 168 "622"
"random" "All" 3557 "623"
"random" "SD" 3484 "623"
"random" "NoSD" 2862 "623"
"random" "LINE" 925 "623"
"random" "SINE" 211 "623"
"random" "DNA" 1174 "623"
"random" "LTR" 164 "623"
"random" "All" 3556 "624"
"random" "SD" 3499 "624"
"random" "NoSD" 2821 "624"
"random" "LINE" 933 "624"
"random" "SINE" 254 "624"
"random" "DNA" 1209 "624"
"random" "LTR" 162 "624"
"random" "All" 3509 "625"
"random" "SD" 3447 "625"
"random" "NoSD" 2762 "625"
"random" "LINE" 940 "625"
"random" "SINE" 227 "625"
"random" "DNA" 1125 "625"
"random" "LTR" 169 "625"
"random" "All" 3531 "626"
"random" "SD" 3468 "626"
"random" "NoSD" 2762 "626"
"random" "LINE" 939 "626"
"random" "SINE" 252 "626"
"random" "DNA" 1165 "626"
"random" "LTR" 181 "626"
"random" "All" 3527 "627"
"random" "SD" 3454 "627"
"random" "NoSD" 2720 "627"
"random" "LINE" 934 "627"
"random" "SINE" 230 "627"
"random" "DNA" 1179 "627"
"random" "LTR" 160 "627"
"random" "All" 3558 "628"
"random" "SD" 3494 "628"
"random" "NoSD" 2788 "628"
"random" "LINE" 973 "628"
"random" "SINE" 210 "628"
"random" "DNA" 1191 "628"
"random" "LTR" 151 "628"
"random" "All" 3546 "629"
"random" "SD" 3468 "629"
"random" "NoSD" 2743 "629"
"random" "LINE" 935 "629"
"random" "SINE" 225 "629"
"random" "DNA" 1188 "629"
"random" "LTR" 143 "629"
"random" "All" 3509 "630"
"random" "SD" 3451 "630"
"random" "NoSD" 2755 "630"
"random" "LINE" 906 "630"
"random" "SINE" 209 "630"
"random" "DNA" 1165 "630"
"random" "LTR" 165 "630"
"random" "All" 3585 "631"
"random" "SD" 3518 "631"
"random" "NoSD" 2835 "631"
"random" "LINE" 911 "631"
"random" "SINE" 229 "631"
"random" "DNA" 1193 "631"
"random" "LTR" 189 "631"
"random" "All" 3595 "632"
"random" "SD" 3529 "632"
"random" "NoSD" 2762 "632"
"random" "LINE" 951 "632"
"random" "SINE" 238 "632"
"random" "DNA" 1207 "632"
"random" "LTR" 167 "632"
"random" "All" 3567 "633"
"random" "SD" 3502 "633"
